,cityName,confirmedCount,suspectedCount,curedCount,deadCount,locationId,provinceName
0,武汉,4109,0,175,224,420100,湖北省
1,黄冈,1002,0,27,15,421100,湖北省
2,孝感,749,0,2,14,420900,湖北省
3,襄阳,441,0,0,0,420600,湖北省
4,随州,384,0,3,3,421300,湖北省
5,宜昌,353,0,0,1,420500,湖北省
6,荆州,333,0,4,4,421000,湖北省
7,荆门,329,0,3,7,420800,湖北省
8,鄂州,278,0,2,13,420700,湖北省
9,黄石,252,0,8,2,420200,湖北省
10,咸宁,246,0,1,0,421200,湖北省
11,十堰,212,0,1,0,420300,湖北省
12,仙桃,140,0,0,3,429004,湖北省
13,恩施州,105,0,4,0,422800,湖北省
14,天门,99,0,0,7,429006,湖北省
15,潜江,35,0,0,1,429005,湖北省
16,神农架林区,7,0,2,0,429021,湖北省
17,温州,265,0,15,0,330300,浙江省
18,杭州,110,0,2,0,330100,浙江省
19,台州,100,0,7,0,331000,浙江省
20,宁波,66,0,1,0,330200,浙江省
21,金华,34,0,4,0,330700,浙江省
22,绍兴,27,0,1,0,330600,浙江省
23,嘉兴,19,0,0,0,330400,浙江省
24,丽水,14,0,1,0,331100,浙江省
25,衢州,13,0,0,0,330800,浙江省
26,舟山,7,0,1,0,330900,浙江省
27,湖州,6,0,0,0,330500,浙江省
28,深圳,207,0,5,0,440300,广东省
29,广州,179,0,3,0,440100,广东省
30,珠海,47,0,1,0,440400,广东省
31,佛山,43,0,1,0,440600,广东省
32,东莞,27,0,0,0,441900,广东省
33,惠州,23,0,1,0,441300,广东省
34,中山,21,0,0,0,442000,广东省
35,汕头,15,0,0,0,440500,广东省
36,湛江,14,0,1,0,440800,广东省
37,阳江,10,0,0,0,441700,广东省
38,肇庆,7,0,1,0,441200,广东省
39,梅州,7,0,0,0,441400,广东省
40,清远,6,0,2,0,441800,广东省
41,揭阳,6,0,0,0,445200,广东省
42,韶关,5,0,0,0,440200,广东省
43,汕尾,4,0,0,0,441500,广东省
44,潮州,4,0,0,0,445100,广东省
45,茂名,3,0,0,0,440900,广东省
46,江门,3,0,0,0,440700,广东省
47,河源,1,0,0,0,441600,广东省
48,信阳,88,0,4,0,411500,河南省
49,郑州,65,0,2,0,410100,河南省
50,南阳,62,0,1,2,411300,河南省
51,驻马店,46,0,0,0,411700,河南省
52,周口,40,0,1,0,411600,河南省
53,商丘,36,0,0,0,411400,河南省
54,安阳,24,0,0,0,410500,河南省
55,新乡,21,0,0,0,410700,河南省
56,漯河,16,0,0,0,411100,河南省
57,平顶山,14,0,0,0,410400,河南省
58,邓州,14,0,0,0,411381,河南省
59,许昌,13,0,0,0,411000,河南省
60,开封,11,0,0,0,410200,河南省
61,鹤壁,8,0,0,0,410600,河南省
62,永城,8,0,0,0,411481,河南省
63,洛阳,7,0,0,0,410300,河南省
64,三门峡,7,0,0,0,411200,河南省
65,焦作,7,0,0,0,410800,河南省
66,濮阳,3,0,0,0,410900,河南省
67,长垣,2,0,0,0,0,河南省
68,滑县,1,0,0,0,410526,河南省
69,长沙,112,0,2,0,430100,湖南省
70,岳阳,53,0,0,0,430600,湖南省
71,邵阳,49,0,1,0,430500,湖南省
72,常德,42,0,0,0,430700,湖南省
73,怀化,31,0,1,0,431200,湖南省
74,衡阳,30,0,3,0,430400,湖南省
75,娄底,29,0,1,0,431300,湖南省
76,益阳,27,0,0,0,430900,湖南省
77,株洲,25,0,1,0,430200,湖南省
78,永州,22,0,2,0,431100,湖南省
79,郴州,18,0,1,0,431000,湖南省
80,湘潭,16,0,3,0,430300,湖南省
81,湘西自治州,6,0,1,0,433100,湖南省
82,张家界,3,0,0,0,430800,湖南省
83,合肥,59,0,2,0,340100,安徽省
84,阜阳,59,0,0,0,341200,安徽省
85,安庆,43,0,0,0,340800,安徽省
86,亳州,30,0,2,0,341600,安徽省
87,马鞍山,27,0,0,0,340500,安徽省
88,蚌埠,26,0,0,0,340300,安徽省
89,铜陵,16,0,0,0,340700,安徽省
90,芜湖,16,0,1,0,340200,安徽省
91,宿州,14,0,0,0,341300,安徽省
92,六安,13,0,1,0,341500,安徽省
93,黄山,9,0,0,0,341000,安徽省
94,滁州,6,0,0,0,341100,安徽省
95,池州,6,0,0,0,341700,安徽省
96,淮北,6,0,0,0,340600,安徽省
97,淮南,6,0,0,0,340400,安徽省
98,宣城,4,0,1,0,341800,安徽省
99,南昌,89,0,1,0,360100,江西省
100,九江,55,0,2,0,360400,江西省
101,新余,43,0,3,0,360500,江西省
102,赣州,34,0,1,0,360700,江西省
103,宜春,31,0,1,0,360900,江西省
104,抚州,24,0,0,0,361000,江西省
105,上饶,19,0,1,0,361100,江西省
106,萍乡,15,0,1,0,360300,江西省
107,吉安,12,0,1,0,360800,江西省
108,鹰潭,8,0,0,0,360600,江西省
109,景德镇,3,0,1,0,360200,江西省
110,万州区,44,0,0,0,500101,重庆市
111,云阳县,18,0,1,0,500235,重庆市
112,开州区,16,0,0,0,500154,重庆市
113,忠县,15,0,0,0,500233,重庆市
114,江北区,13,0,0,0,500105,重庆市
115,渝北区,12,0,0,0,500112,重庆市
116,两江新区,12,0,0,0,-1,重庆市
117,垫江县,12,0,0,0,500231,重庆市
118,九龙坡区,11,0,0,1,500107,重庆市
119,巫溪县,11,0,0,0,500238,重庆市
120,长寿区,11,0,0,0,500115,重庆市
121,石柱县,10,0,0,0,500240,重庆市
122,渝中区,9,0,0,0,500103,重庆市
123,合川区,9,0,0,0,500117,重庆市
124,璧山区,8,0,0,0,500120,重庆市
125,奉节县,8,0,0,0,500236,重庆市
126,大渡口区,6,0,0,0,500104,重庆市
127,巫山县,6,0,3,0,500237,重庆市
128,丰都县,5,0,1,0,500230,重庆市
129,綦江区,4,0,0,0,500110,重庆市
130,大足区,4,0,0,0,500111,重庆市
131,铜梁区,4,0,0,0,500151,重庆市
132,南岸区,4,0,0,0,500108,重庆市
133,江津区,3,0,0,0,500116,重庆市
134,永川区,3,0,1,0,500118,重庆市
135,梁平区,3,0,0,0,500155,重庆市
