,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,locationId,provinceName
0,武汉,14438,49978,0,33117,2423,420100,湖北省
1,孝感,243,3518,0,3149,126,420900,湖北省
2,鄂州,213,1394,0,1127,54,420700,湖北省
3,随州,112,1307,0,1151,44,421300,湖北省
4,黄冈,98,2907,0,2684,125,421100,湖北省
5,宜昌,96,931,0,800,35,420500,湖北省
6,荆州,89,1580,0,1442,49,421000,湖北省
7,荆门,72,928,0,817,39,420800,湖北省
8,十堰,60,672,0,604,8,420300,湖北省
9,黄石,58,1015,0,919,38,420200,湖北省
10,襄阳,43,1175,0,1094,38,420600,湖北省
11,仙桃,33,575,0,520,22,429004,湖北省
12,咸宁,10,836,0,812,14,421200,湖北省
13,恩施州,10,252,0,235,7,422800,湖北省
14,潜江,10,198,0,179,9,429005,湖北省
15,天门,8,496,0,473,15,429006,湖北省
16,神农架林区,0,11,0,11,0,429021,湖北省
17,朝阳区,72,72,0,0,0,110105,北京市
18,海淀区,63,63,0,0,0,110108,北京市
19,西城区,53,53,0,0,0,110102,北京市
20,丰台区,40,43,0,3,0,110106,北京市
21,大兴区,23,39,0,16,0,110115,北京市
22,外地来京人员,23,25,0,2,0,-1,北京市
23,境外输入人员,20,20,0,0,0,0,北京市
24,昌平区,19,29,0,10,0,110114,北京市
25,通州区,18,19,0,1,0,110112,北京市
26,房山区,13,16,0,3,0,110111,北京市
27,东城区,13,14,0,1,0,110101,北京市
28,石景山区,13,14,0,1,0,110107,北京市
29,顺义区,10,10,0,0,0,110113,北京市
30,怀柔区,7,7,0,0,0,110116,北京市
31,密云区,7,7,0,0,0,110118,北京市
32,门头沟区,1,3,0,2,0,110109,北京市
33,延庆区,1,1,0,0,0,110119,北京市
34,待明确地区,-295,0,0,287,8,0,北京市
35,深圳,36,420,0,381,3,440300,广东省
36,广州,21,347,0,325,1,440100,广东省
37,佛山,6,84,0,78,0,440600,广东省
38,中山,6,68,0,62,0,442000,广东省
39,东莞,3,100,0,96,1,441900,广东省
40,汕头,1,25,0,24,0,440500,广东省
41,梅州,1,16,0,15,0,441400,广东省
42,珠海,0,98,0,97,1,440400,广东省
43,惠州,0,62,0,62,0,441300,广东省
44,江门,0,23,0,23,0,440700,广东省
45,湛江,0,22,0,22,0,440800,广东省
46,肇庆,0,19,0,18,1,441200,广东省
47,阳江,0,14,0,14,0,441700,广东省
48,茂名,0,14,0,14,0,440900,广东省
49,清远,0,12,0,12,0,441800,广东省
50,韶关,0,10,0,9,1,440200,广东省
