,cityName,confirmedCount,suspectedCount,curedCount,deadCount,locationId,provinceName
0,武汉,14982,0,878,608,420100,湖北省
1,孝感,2436,0,53,29,420900,湖北省
2,黄冈,2141,0,137,43,421100,湖北省
3,荆州,997,0,42,13,421000,湖北省
4,襄阳,988,0,40,7,420600,湖北省
5,随州,984,0,23,9,421300,湖北省
6,黄石,760,0,61,2,420200,湖北省
7,宜昌,711,0,36,8,420500,湖北省
8,荆门,663,0,48,19,420800,湖北省
9,鄂州,639,0,42,21,420700,湖北省
10,咸宁,493,0,23,4,421200,湖北省
11,十堰,467,0,40,0,420300,湖北省
12,仙桃,379,0,16,5,429004,湖北省
13,天门,197,0,10,10,429006,湖北省
14,恩施州,171,0,23,0,422800,湖北省
15,潜江,82,0,2,2,429005,湖北省
16,神农架林区,10,0,6,0,429021,湖北省
17,深圳,366,0,46,0,440300,广东省
18,广州,307,0,41,0,440100,广东省
19,珠海,83,0,4,0,440400,广东省
20,佛山,67,0,4,0,440600,广东省
21,东莞,58,0,3,0,441900,广东省
22,中山,51,0,14,0,442000,广东省
23,惠州,48,0,1,0,441300,广东省
24,汕头,25,0,5,0,440500,广东省
25,湛江,21,0,6,0,440800,广东省
26,江门,19,0,1,0,440700,广东省
27,肇庆,14,0,3,1,441200,广东省
28,阳江,13,0,1,0,441700,广东省
29,梅州,13,0,4,0,441400,广东省
30,清远,10,0,3,0,441800,广东省
31,茂名,10,0,1,0,440900,广东省
32,揭阳,7,0,1,0,445200,广东省
33,韶关,6,0,2,0,440200,广东省
34,汕尾,5,0,1,0,441500,广东省
35,潮州,5,0,0,0,445100,广东省
36,河源,3,0,0,0,441600,广东省
37,温州,448,0,78,0,330300,浙江省
38,杭州,165,0,41,0,330100,浙江省
39,宁波,146,0,15,0,330200,浙江省
40,台州,138,0,27,0,331000,浙江省
41,金华,53,0,15,0,330700,浙江省
42,嘉兴,38,0,3,0,330400,浙江省
43,绍兴,38,0,8,0,330600,浙江省
44,丽水,17,0,5,0,331100,浙江省
45,衢州,15,0,3,0,330800,浙江省
46,湖州,10,0,1,0,330500,浙江省
47,舟山,7,0,5,0,330900,浙江省
48,信阳,205,0,28,0,411500,河南省
49,南阳,133,0,23,2,411300,河南省
50,郑州,126,0,33,0,410100,河南省
51,驻马店,116,0,14,0,411700,河南省
52,商丘,82,0,9,0,411400,河南省
53,周口,62,0,11,0,411600,河南省
54,平顶山,50,0,12,1,410400,河南省
55,新乡,44,0,6,0,410700,河南省
56,安阳,44,0,3,0,410500,河南省
57,许昌,31,0,2,0,411000,河南省
58,漯河,30,0,5,0,411100,河南省
59,洛阳,25,0,2,0,410300,河南省
60,开封,24,0,1,0,410200,河南省
61,焦作,24,0,1,1,410800,河南省
62,鹤壁,17,0,0,0,410600,河南省
63,濮阳,9,0,0,0,410900,河南省
64,三门峡,7,0,3,0,411200,河南省
65,济源,4,0,0,0,419001,河南省
66,待明确地区,0,0,0,2,0,河南省
67,长沙,205,0,33,0,430100,湖南省
68,岳阳,115,0,17,1,430600,湖南省
69,邵阳,87,0,21,0,430500,湖南省
70,常德,66,0,15,0,430700,湖南省
71,娄底,64,0,8,0,431300,湖南省
72,株洲,58,0,10,0,430200,湖南省
73,益阳,46,0,15,0,430900,湖南省
74,衡阳,45,0,14,0,430400,湖南省
75,永州,40,0,13,0,431100,湖南省
76,怀化,39,0,15,0,431200,湖南省
77,郴州,32,0,8,0,431000,湖南省
78,湘潭,28,0,11,0,430300,湖南省
79,湘西自治州,8,0,4,0,433100,湖南省
80,张家界,5,0,2,0,430800,湖南省
81,合肥,136,0,11,0,340100,安徽省
82,阜阳,118,0,13,0,341200,安徽省
83,蚌埠,115,0,1,1,340300,安徽省
84,亳州,87,0,5,0,341600,安徽省
85,安庆,75,0,12,0,340800,安徽省
86,六安,54,0,2,0,341500,安徽省
87,马鞍山,31,0,2,0,340500,安徽省
88,芜湖,29,0,3,0,340200,安徽省
89,宿州,28,0,2,0,341300,安徽省
90,铜陵,24,0,7,0,340700,安徽省
91,淮北,23,0,4,0,340600,安徽省
92,淮南,22,0,4,0,340400,安徽省
93,池州,12,0,1,0,341700,安徽省
94,滁州,11,0,2,0,341100,安徽省
95,黄山,9,0,1,0,341000,安徽省
96,宣城,5,0,2,0,341800,安徽省
97,南昌,179,0,27,0,360100,江西省
98,九江,100,0,7,0,360400,江西省
99,新余,100,0,13,0,360500,江西省
100,上饶,98,0,7,0,361100,江西省
101,宜春,74,0,6,0,360900,江西省
102,赣州,69,0,2,0,360700,江西省
103,抚州,63,0,7,0,361000,江西省
104,萍乡,24,0,1,0,360300,江西省
105,吉安,17,0,1,0,360800,江西省
106,鹰潭,11,0,1,0,360600,江西省
107,景德镇,5,0,1,0,360200,江西省
108,苏州,75,0,11,0,320500,江苏省
109,南京,71,0,22,0,320100,江苏省
110,徐州,56,0,8,0,320300,江苏省
111,淮安,44,0,5,0,320800,江苏省
112,无锡,38,0,3,0,320200,江苏省
113,连云港,32,0,4,0,320700,江苏省
114,南通,32,0,2,0,320600,江苏省
115,常州,31,0,6,0,320400,江苏省
116,泰州,30,0,4,0,321200,江苏省
117,扬州,18,0,2,0,321000,江苏省
118,盐城,17,0,3,0,320900,江苏省
119,镇江,12,0,1,0,321100,江苏省
120,宿迁,12,0,0,0,321300,江苏省
121,万州区,85,0,8,1,500101,重庆市
122,江北区,23,0,1,0,500105,重庆市
123,云阳县,20,0,9,0,500235,重庆市
124,渝中区,20,0,1,0,500103,重庆市
125,九龙坡区,19,0,1,1,500107,重庆市
126,垫江县,19,0,1,0,500231,重庆市
127,开州区,18,0,5,0,500154,重庆市
128,忠县,18,0,3,0,500233,重庆市
129,合川区,17,0,1,0,500117,重庆市
130,两江新区,16,0,0,0,-1,重庆市
131,长寿区,15,0,3,0,500115,重庆市
132,綦江区,15,0,0,0,500110,重庆市
133,奉节县,14,0,1,0,500236,重庆市
134,潼南区,13,0,0,0,500152,重庆市
135,渝北区,12,0,2,0,500112,重庆市
136,巫溪县,12,0,2,0,500238,重庆市
137,石柱县,12,0,0,0,500240,重庆市
138,大足区,11,0,0,0,500111,重庆市
139,丰都县,9,0,1,0,500230,重庆市
140,璧山区,8,0,0,0,500120,重庆市
141,铜梁区,8,0,0,0,500151,重庆市
142,巫山县,8,0,4,0,500237,重庆市
143,南岸区,8,0,0,0,500108,重庆市
144,荣昌区,8,0,0,0,500153,重庆市
145,大渡口区,7,0,1,0,500104,重庆市
146,永川区,5,0,1,0,500118,重庆市
147,江津区,4,0,1,0,500116,重庆市
148,梁平区,4,0,1,0,500155,重庆市
149,高新区,4,0,0,0,0,重庆市
150,涪陵区,3,0,0,0,500102,重庆市
151,巴南区,3,0,1,0,500113,重庆市
152,城口县,2,0,1,0,500229,重庆市
153,黔江区,2,0,0,0,500114,重庆市
154,沙坪坝区,2,0,0,0,500106,重庆市
155,彭水县,2,0,0,0,500243,重庆市
156,秀山县,1,0,1,0,500241,重庆市
157,武隆区,1,0,0,0,500156,重庆市
158,酉阳县,1,0,0,0,0,重庆市
159,万盛经开区,1,0,0,0,0,重庆市
160,青岛,49,0,10,1,370200,山东省
161,济南,43,0,7,0,370100,山东省
162,临沂,40,0,7,0,371300,山东省
163,济宁,39,0,8,0,370800,山东省
164,烟台,37,0,3,0,370600,山东省
165,潍坊,36,0,1,0,370700,山东省
166,威海,34,0,8,0,371000,山东省
167,聊城,33,0,2,0,371500,山东省
168,德州,30,0,4,0,371400,山东省
169,泰安,24,0,1,0,370900,山东省
170,枣庄,21,0,1,0,370400,山东省
171,菏泽,16,0,4,0,371700,山东省
172,淄博,16,0,1,0,370300,山东省
173,日照,15,0,2,0,371100,山东省
174,滨州,11,0,4,0,371600,山东省
175,成都,120,0,35,1,510100,四川省
176,南充,32,0,2,0,511300,四川省
177,广安,28,0,3,0,511600,四川省
178,达州,25,0,5,0,511700,四川省
179,巴中,21,0,1,0,511900,四川省
180,绵阳,20,0,4,0,510700,四川省
181,内江,17,0,2,0,511000,四川省
182,甘孜州,17,0,0,0,513300,四川省
183,德阳,16,0,0,0,510600,四川省
184,泸州,16,0,2,0,510500,四川省
185,攀枝花,13,0,5,0,510400,四川省
186,自贡,9,0,2,0,510300,四川省
187,宜宾,9,0,3,0,511500,四川省
188,凉山州,9,0,1,0,513400,四川省
189,遂宁,8,0,2,0,510900,四川省
190,眉山,7,0,1,0,511400,四川省
191,雅安,6,0,1,0,511800,四川省
192,广元,6,0,1,0,510800,四川省
193,乐山,3,0,0,0,511100,四川省
194,资阳,3,0,1,0,512000,四川省
195,阿坝州,1,0,0,0,513200,四川省
196,朝阳区,55,0,0,0,110105,北京市
197,海淀区,52,0,0,0,110108,北京市
198,西城区,38,0,0,0,110102,北京市
199,大兴区,35,0,2,0,110115,北京市
200,丰台区,27,0,3,0,110106,北京市
201,外地来京人员,24,0,2,0,-1,北京市
202,昌平区,17,0,0,0,110114,北京市
203,通州区,16,0,1,0,110112,北京市
204,房山区,14,0,0,0,110111,北京市
205,石景山区,13,0,0,0,110107,北京市
206,顺义区,10,0,0,0,110113,北京市
207,东城区,9,0,0,0,110101,北京市
208,怀柔区,7,0,0,0,110116,北京市
209,密云区,5,0,0,0,110118,北京市
210,门头沟区,3,0,0,0,110109,北京市
211,延庆区,1,0,0,0,110119,北京市
212,待明确地区,0,0,29,2,0,北京市
213,哈尔滨,114,0,9,0,230100,黑龙江省
214,双鸭山,38,0,1,2,230500,黑龙江省
215,绥化,35,0,1,3,231200,黑龙江省
216,鸡西,34,0,0,0,230300,黑龙江省
217,齐齐哈尔,27,0,0,0,230200,黑龙江省
218,大庆,13,0,0,1,230600,黑龙江省
219,佳木斯,13,0,1,0,230800,黑龙江省
220,七台河,13,0,0,0,230900,黑龙江省
221,牡丹江,12,0,1,0,231000,黑龙江省
222,鹤岗,4,0,1,0,230400,黑龙江省
223,大兴安岭,2,0,0,0,232700,黑龙江省
224,黑河,2,0,0,0,231100,黑龙江省
225,外地来沪人员,97,0,21,1,-1,上海市
226,浦东新区,56,0,9,0,310115,上海市
227,宝山区,17,0,0,0,310113,上海市
228,静安区,16,0,3,0,310106,上海市
229,徐汇区,16,0,1,0,310104,上海市
230,闵行区,14,0,2,0,310112,上海市
231,松江区,14,0,0,0,310117,上海市
232,长宁区,11,0,2,0,310105,上海市
233,奉贤区,9,0,1,0,310120,上海市
234,普陀区,8,0,0,0,310107,上海市
235,虹口区,7,0,1,0,310109,上海市
236,杨浦区,7,0,0,0,310110,上海市
237,嘉定区,7,0,1,0,310114,上海市
238,青浦区,5,0,2,0,310118,上海市
239,黄浦区,5,0,1,0,310101,上海市
240,金山区,2,0,0,0,310116,上海市
241,崇明区,2,0,0,0,310151,上海市
242,福州,62,0,11,0,350100,福建省
243,莆田,47,0,1,0,350300,福建省
244,泉州,42,0,10,0,350500,福建省
245,厦门,25,0,2,0,350200,福建省
246,宁德,23,0,4,0,350900,福建省
247,漳州,16,0,3,0,350600,福建省
248,南平,16,0,2,0,350700,福建省
249,三明,13,0,1,0,350400,福建省
250,龙岩,6,0,1,0,350800,福建省
251,西安,96,0,10,0,610100,陕西省
252,安康,21,0,5,0,610900,陕西省
253,汉中,21,0,0,0,610700,陕西省
254,咸阳,16,0,2,0,610400,陕西省
255,宝鸡,13,0,2,0,610300,陕西省
256,渭南,13,0,0,0,610500,陕西省
257,延安,8,0,1,0,610600,陕西省
258,铜川,8,0,4,0,610200,陕西省
259,商洛,7,0,1,0,611000,陕西省
260,榆林,3,0,0,0,610800,陕西省
261,韩城,1,0,0,0,610581,陕西省
262,杨凌,1,0,0,0,0,陕西省
263,沧州,28,0,8,1,130900,河北省
264,邯郸,27,0,2,0,130400,河北省
265,唐山,27,0,2,0,130200,河北省
266,石家庄,24,0,3,0,130100,河北省
267,廊坊,22,0,4,0,131000,河北省
268,保定,21,0,8,0,130600,河北省
269,邢台,21,0,4,1,130500,河北省
270,张家口,14,0,2,0,130700,河北省
271,衡水,8,0,0,0,131100,河北省
272,承德,7,0,1,0,130800,河北省
273,秦皇岛,7,0,0,0,130300,河北省
274,南宁,35,0,2,0,450100,广西壮族自治区
275,北海,33,0,3,0,450500,广西壮族自治区
276,桂林,29,0,5,0,450300,广西壮族自治区
277,柳州,20,0,3,0,450200,广西壮族自治区
278,河池,19,0,0,1,451200,广西壮族自治区
279,防城港,16,0,1,0,450600,广西壮族自治区
280,玉林,9,0,1,0,450900,广西壮族自治区
281,钦州,8,0,0,0,450700,广西壮族自治区
282,贵港,7,0,0,0,450800,广西壮族自治区
283,来宾,7,0,0,0,451300,广西壮族自治区
284,梧州,5,0,3,0,450400,广西壮族自治区
285,贺州,4,0,0,0,451100,广西壮族自治区
286,百色,3,0,0,0,451000,广西壮族自治区
287,昆明,42,0,6,0,530100,云南省
288,西双版纳,15,0,2,0,532800,云南省
289,玉溪,14,0,2,0,530400,云南省
290,昭通,12,0,1,0,530600,云南省
291,曲靖,11,0,1,0,530300,云南省
292,大理,11,0,2,0,532901,云南省
293,保山,9,0,0,0,530500,云南省
294,丽江,7,0,1,0,530700,云南省
295,红河,5,0,2,0,532500,云南省
296,德宏,5,0,0,0,533100,云南省
297,普洱,4,0,0,0,530800,云南省
298,楚雄,4,0,0,0,532301,云南省
299,临沧,1,0,0,0,530900,云南省
300,文山,1,0,0,0,532601,云南省
301,待明确地区,0,0,1,0,0,云南省
302,三亚,41,0,11,1,460200,海南省
303,海口,23,0,5,0,460100,海南省
304,万宁,12,0,0,0,469006,海南省
305,儋州,11,0,1,0,460400,海南省
306,澄迈,7,0,1,1,469023,海南省
307,琼海,6,0,0,0,469002,海南省
308,临高,5,0,0,0,469024,海南省
309,昌江,5,0,0,0,469026,海南省
310,陵水,4,0,0,0,469028,海南省
311,东方,3,0,0,0,469007,海南省
312,定安,3,0,0,0,469021,海南省
313,文昌,3,0,0,0,469005,海南省
314,保亭,3,0,0,0,0,海南省
315,乐东,2,0,0,0,469027,海南省
316,琼中,1,0,1,0,469030,海南省
317,待明确地区,2,0,0,1,0,海南省
318,晋中,32,0,6,0,140700,山西省
319,运城,18,0,4,0,140800,山西省
320,太原,15,0,1,0,140100,山西省
