,cityName,confirmedCount,suspectedCount,curedCount,deadCount,locationId,provinceName
0,武汉,8351,0,374,362,420100,湖北省
1,黄冈,1645,0,52,25,421100,湖北省
2,孝感,1462,0,6,18,420900,湖北省
3,襄阳,735,0,7,2,420600,湖北省
4,荆州,713,0,12,9,421000,湖北省
5,随州,706,0,9,8,421300,湖北省
6,黄石,509,0,23,2,420200,湖北省
7,宜昌,496,0,9,4,420500,湖北省
8,荆门,422,0,16,16,420800,湖北省
9,咸宁,384,0,2,0,421200,湖北省
10,鄂州,382,0,6,18,420700,湖北省
11,十堰,318,0,9,0,420300,湖北省
12,仙桃,225,0,0,4,429004,湖北省
13,恩施州,138,0,10,0,422800,湖北省
14,天门,128,0,0,10,429006,湖北省
15,潜江,54,0,0,1,429005,湖北省
16,神农架林区,10,0,2,0,429021,湖北省
17,深圳,291,0,16,0,440300,广东省
18,广州,249,0,12,0,440100,广东省
19,珠海,72,0,4,0,440400,广东省
20,佛山,50,0,1,0,440600,广东省
21,东莞,44,0,1,0,441900,广东省
22,中山,36,0,3,0,442000,广东省
23,惠州,34,0,1,0,441300,广东省
24,汕头,20,0,3,0,440500,广东省
25,湛江,18,0,4,0,440800,广东省
26,肇庆,13,0,1,0,441200,广东省
27,阳江,12,0,0,0,441700,广东省
28,梅州,10,0,0,0,441400,广东省
29,清远,10,0,2,0,441800,广东省
30,江门,7,0,0,0,440700,广东省
31,韶关,6,0,1,0,440200,广东省
32,揭阳,6,0,0,0,445200,广东省
33,茂名,6,0,0,0,440900,广东省
34,汕尾,5,0,0,0,441500,广东省
35,潮州,5,0,0,0,445100,广东省
36,河源,1,0,0,0,441600,广东省
37,温州,364,0,28,0,330300,浙江省
38,杭州,141,0,14,0,330100,浙江省
39,台州,122,0,14,0,331000,浙江省
40,宁波,120,0,4,0,330200,浙江省
41,金华,44,0,8,0,330700,浙江省
42,绍兴,30,0,3,0,330600,浙江省
43,嘉兴,27,0,0,0,330400,浙江省
44,丽水,16,0,1,0,331100,浙江省
45,衢州,15,0,2,0,330800,浙江省
46,湖州,9,0,1,0,330500,浙江省
47,舟山,7,0,3,0,330900,浙江省
48,信阳,138,0,6,0,411500,河南省
49,南阳,107,2,2,2,411300,河南省
50,郑州,92,0,13,0,410100,河南省
51,驻马店,82,0,2,0,411700,河南省
52,商丘,61,0,3,0,411400,河南省
53,周口,56,0,1,0,411600,河南省
54,新乡,39,0,2,0,410700,河南省
55,安阳,35,0,1,0,410500,河南省
56,平顶山,34,0,0,0,410400,河南省
57,漯河,24,0,1,0,411100,河南省
58,许昌,24,0,0,0,411000,河南省
59,洛阳,17,0,1,0,410300,河南省
60,开封,17,0,1,0,410200,河南省
61,焦作,15,0,1,0,410800,河南省
62,鹤壁,10,0,0,0,410600,河南省
63,三门峡,7,0,0,0,411200,河南省
64,濮阳,4,0,0,0,410900,河南省
65,济源,2,0,0,0,419001,河南省
66,长沙,164,0,8,0,430100,湖南省
67,岳阳,89,0,2,0,430600,湖南省
