,cityName,confirmedCount,suspectedCount,curedCount,deadCount,locationId,provinceName
0,武汉,19558,0,1380,820,420100,湖北省
1,孝感,2751,0,179,45,420900,湖北省
2,黄冈,2398,0,342,54,421100,湖北省
3,随州,1129,0,56,12,421300,湖北省
4,荆州,1110,0,80,21,421000,湖北省
5,襄阳,1088,0,60,12,420600,湖北省
6,黄石,874,0,101,6,420200,湖北省
7,鄂州,861,0,72,28,420700,湖北省
8,宜昌,784,0,62,8,420500,湖北省
9,荆门,696,0,84,24,420800,湖北省
10,十堰,536,0,79,1,420300,湖北省
11,咸宁,525,0,76,6,421200,湖北省
12,仙桃,460,0,43,13,429004,湖北省
13,天门,293,0,12,10,429006,湖北省
14,恩施州,203,0,45,3,422800,湖北省
15,潜江,90,0,8,5,429005,湖北省
16,神农架林区,10,0,7,0,429021,湖北省
17,深圳,386,0,82,0,440300,广东省
18,广州,323,0,71,0,440100,广东省
19,珠海,87,0,21,0,440400,广东省
20,佛山,78,0,17,0,440600,广东省
21,东莞,67,0,7,0,441900,广东省
22,中山,62,0,21,0,442000,广东省
23,惠州,54,0,4,0,441300,广东省
24,汕头,25,0,8,0,440500,广东省
25,湛江,21,0,9,0,440800,广东省
26,江门,21,0,4,0,440700,广东省
27,肇庆,16,0,7,1,441200,广东省
28,阳江,13,0,5,0,441700,广东省
29,梅州,13,0,5,0,441400,广东省
30,茂名,13,0,1,0,440900,广东省
31,清远,12,0,5,0,441800,广东省
32,揭阳,8,0,3,0,445200,广东省
33,韶关,7,0,3,0,440200,广东省
34,汕尾,5,0,1,0,441500,广东省
35,潮州,5,0,0,0,445100,广东省
36,河源,3,0,1,0,441600,广东省
37,信阳,231,0,38,0,411500,河南省
38,南阳,138,0,36,2,411300,河南省
39,郑州,137,0,47,0,410100,河南省
40,驻马店,128,0,31,0,411700,河南省
41,商丘,86,0,14,0,411400,河南省
42,周口,66,0,20,0,411600,河南省
43,平顶山,55,0,15,1,410400,河南省
44,新乡,53,0,7,1,410700,河南省
45,安阳,49,0,10,0,410500,河南省
46,许昌,34,0,3,0,411000,河南省
47,漯河,33,0,6,0,411100,河南省
48,洛阳,29,0,4,0,410300,河南省
49,焦作,28,0,5,1,410800,河南省
50,开封,25,0,2,0,410200,河南省
51,鹤壁,19,0,4,0,410600,河南省
52,濮阳,13,0,1,0,410900,河南省
53,三门峡,7,0,3,0,411200,河南省
54,济源,4,0,0,0,419001,河南省
55,待明确地区,0,0,0,3,0,河南省
56,温州,481,0,120,0,330300,浙江省
57,杭州,159,0,67,0,330100,浙江省
58,宁波,153,0,25,0,330200,浙江省
59,台州,143,0,46,0,331000,浙江省
60,金华,54,0,23,0,330700,浙江省
61,嘉兴,42,0,6,0,330400,浙江省
62,绍兴,41,0,13,0,330600,浙江省
63,衢州,21,0,5,0,330800,浙江省
64,丽水,17,0,7,0,331100,浙江省
65,舟山,10,0,5,0,330900,浙江省
66,湖州,10,0,4,0,330500,浙江省
67,长沙,223,0,56,0,430100,湖南省
68,岳阳,146,0,42,1,430600,湖南省
69,邵阳,94,0,33,1,430500,湖南省
70,常德,75,0,24,0,430700,湖南省
71,株洲,71,0,12,0,430200,湖南省
72,娄底,69,0,18,0,431300,湖南省
73,益阳,58,0,22,0,430900,湖南省
74,衡阳,45,0,23,0,430400,湖南省
75,永州,43,0,18,0,431100,湖南省
76,怀化,39,0,21,0,431200,湖南省
77,郴州,38,0,15,0,431000,湖南省
78,湘潭,32,0,11,0,430300,湖南省
79,湘西自治州,8,0,6,0,433100,湖南省
80,张家界,5,0,3,0,430800,湖南省
81,合肥,157,0,28,1,340100,安徽省
82,蚌埠,141,0,2,3,340300,安徽省
83,阜阳,138,0,17,0,341200,安徽省
84,亳州,97,0,12,0,341600,安徽省
85,安庆,80,0,15,0,340800,安徽省
86,六安,59,0,3,0,341500,安徽省
87,宿州,36,0,8,0,341300,安徽省
88,马鞍山,32,0,6,0,340500,安徽省
89,芜湖,31,0,4,0,340200,安徽省
90,铜陵,27,0,9,0,340700,安徽省
91,淮北,24,0,5,0,340600,安徽省
92,淮南,24,0,6,0,340400,安徽省
93,池州,16,0,3,0,341700,安徽省
94,滁州,12,0,4,0,341100,安徽省
95,黄山,9,0,1,0,341000,安徽省
96,宣城,6,0,4,0,341800,安徽省
97,南昌,204,0,53,0,360100,江西省
98,新余,117,0,26,0,360500,江西省
99,上饶,116,0,15,0,361100,江西省
100,九江,105,0,14,0,360400,江西省
101,宜春,88,0,16,0,360900,江西省
102,赣州,72,0,8,1,360700,江西省
103,抚州,68,0,11,0,361000,江西省
104,萍乡,29,0,2,0,360300,江西省
105,吉安,21,0,5,0,360800,江西省
106,鹰潭,18,0,1,0,360600,江西省
107,景德镇,5,0,1,0,360200,江西省
108,赣江新区,1,0,0,0,0,江西省
109,南京,87,0,24,0,320100,江苏省
110,苏州,84,0,16,0,320500,江苏省
111,徐州,66,0,16,0,320300,江苏省
112,无锡,48,0,9,0,320200,江苏省
113,淮安,47,0,6,0,320800,江苏省
114,连云港,39,0,5,0,320700,江苏省
115,南通,37,0,11,0,320600,江苏省
116,常州,36,0,12,0,320400,江苏省
117,泰州,36,0,6,0,321200,江苏省
118,盐城,21,0,6,0,320900,江苏省
119,扬州,18,0,6,0,321000,江苏省
120,镇江,12,0,2,0,321100,江苏省
121,宿迁,12,0,6,0,321300,江苏省
122,万州区,102,0,15,1,500101,重庆市
123,江北区,25,0,2,0,500105,重庆市
124,云阳县,21,0,11,0,500235,重庆市
125,九龙坡区,20,0,1,1,500107,重庆市
126,合川区,20,0,3,0,500117,重庆市
127,开州区,20,0,11,1,500154,重庆市
128,垫江县,20,0,1,0,500231,重庆市
129,渝中区,20,0,1,0,500103,重庆市
130,忠县,19,0,7,0,500233,重庆市
131,綦江区,18,0,0,0,500110,重庆市
132,奉节县,17,0,2,0,500236,重庆市
133,长寿区,16,0,3,0,500115,重庆市
134,两江新区,16,0,2,0,-1,重庆市
135,渝北区,15,0,2,0,500112,重庆市
136,潼南区,15,0,0,0,500152,重庆市
137,大足区,14,0,1,0,500111,重庆市
138,石柱县,14,0,3,0,500240,重庆市
139,巫溪县,13,0,6,0,500238,重庆市
140,丰都县,10,0,1,0,500230,重庆市
141,巫山县,10,0,4,0,500237,重庆市
142,南岸区,10,0,0,0,500108,重庆市
143,璧山区,8,0,1,0,500120,重庆市
144,铜梁区,8,0,0,0,500151,重庆市
145,荣昌区,8,0,0,0,500153,重庆市
146,沙坪坝区,8,0,0,0,500106,重庆市
147,大渡口区,7,0,1,0,500104,重庆市
148,巴南区,5,0,1,0,500113,重庆市
149,永川区,5,0,1,0,500118,重庆市
150,江津区,4,0,1,0,500116,重庆市
151,梁平区,4,0,2,0,500155,重庆市
152,高新区,4,0,0,0,0,重庆市
153,涪陵区,3,0,0,0,500102,重庆市
154,城口县,2,0,1,0,500229,重庆市
155,黔江区,2,0,2,0,500114,重庆市
156,彭水县,2,0,0,0,500243,重庆市
157,秀山县,1,0,1,0,500241,重庆市
158,武隆区,1,0,0,0,500156,重庆市
159,酉阳县,1,0,0,0,0,重庆市
160,万盛经开区,1,0,0,0,0,重庆市
161,青岛,53,0,13,1,370200,山东省
162,济南,47,0,7,0,370100,山东省
163,临沂,45,0,10,0,371300,山东省
164,烟台,43,0,3,0,370600,山东省
165,济宁,42,0,12,0,370800,山东省
166,威海,38,0,9,0,371000,山东省
167,潍坊,38,0,5,0,370700,山东省
168,聊城,38,0,3,0,371500,山东省
169,德州,33,0,6,1,371400,山东省
170,泰安,32,0,4,0,370900,山东省
171,枣庄,23,0,4,0,370400,山东省
172,淄博,20,0,1,0,370300,山东省
173,菏泽,18,0,7,0,371700,山东省
174,日照,15,0,2,0,371100,山东省
175,滨州,12,0,6,0,371600,山东省
176,成都,125,0,41,1,510100,四川省
177,甘孜州,36,0,3,0,513300,四川省
178,南充,34,0,5,0,511300,四川省
179,达州,33,0,5,0,511700,四川省
180,广安,30,0,5,0,511600,四川省
181,绵阳,22,0,4,0,510700,四川省
182,巴中,22,0,1,0,511900,四川省
183,内江,20,0,3,0,511000,四川省
184,泸州,19,0,2,0,510500,四川省
185,德阳,16,0,0,0,510600,四川省
186,攀枝花,13,0,8,0,510400,四川省
187,遂宁,10,0,4,0,510900,四川省
188,宜宾,10,0,3,0,511500,四川省
189,凉山州,10,0,1,0,513400,四川省
190,自贡,9,0,2,0,510300,四川省
191,眉山,8,0,1,0,511400,四川省
192,雅安,6,0,2,0,511800,四川省
193,广元,6,0,1,0,510800,四川省
194,乐山,3,0,0,0,511100,四川省
195,资阳,3,0,1,0,512000,四川省
196,阿坝州,1,0,0,0,513200,四川省
197,哈尔滨,150,0,15,0,230100,黑龙江省
198,绥化,43,0,3,4,231200,黑龙江省
199,鸡西,43,0,1,0,230300,黑龙江省
200,双鸭山,39,0,1,2,230500,黑龙江省
201,齐齐哈尔,33,0,4,1,230200,黑龙江省
202,大庆,15,0,0,1,230600,黑龙江省
203,佳木斯,15,0,5,0,230800,黑龙江省
204,七台河,15,0,0,0,230900,黑龙江省
205,牡丹江,12,0,1,0,231000,黑龙江省
