,cityName,confirmedCount,suspectedCount,curedCount,deadCount,locationId,provinceName
0,武汉,11618,0,542,478,420100,湖北省
1,孝感,2141,0,30,25,420900,湖北省
2,黄冈,1897,0,81,32,421100,湖北省
3,随州,915,0,9,9,421300,湖北省
4,荆州,885,0,24,10,421000,湖北省
5,襄阳,838,0,30,3,420600,湖北省
6,黄石,635,0,40,2,420200,湖北省
7,宜昌,610,0,15,7,420500,湖北省
8,荆门,553,0,24,17,420800,湖北省
9,鄂州,471,0,9,18,420700,湖北省
10,咸宁,443,0,8,1,421200,湖北省
11,十堰,395,0,28,0,420300,湖北省
12,仙桃,307,0,11,5,429004,湖北省
13,天门,163,0,1,10,429006,湖北省
14,恩施州,157,0,13,0,422800,湖北省
15,潜江,74,0,0,1,429005,湖北省
16,神农架林区,10,0,2,0,429021,湖北省
17,深圳,339,0,31,0,440300,广东省
18,广州,285,0,21,0,440100,广东省
19,珠海,76,0,4,0,440400,广东省
20,佛山,59,0,4,0,440600,广东省
21,东莞,53,0,1,0,441900,广东省
22,中山,46,0,6,0,442000,广东省
23,惠州,39,0,1,0,441300,广东省
24,汕头,22,0,3,0,440500,广东省
25,湛江,20,0,4,0,440800,广东省
26,肇庆,14,0,1,1,441200,广东省
27,江门,14,0,1,0,440700,广东省
28,阳江,13,0,1,0,441700,广东省
29,梅州,12,0,4,0,441400,广东省
30,清远,10,0,3,0,441800,广东省
31,揭阳,7,0,0,0,445200,广东省
32,韶关,6,0,1,0,440200,广东省
33,茂名,6,0,1,0,440900,广东省
34,汕尾,5,0,1,0,441500,广东省
35,潮州,5,0,0,0,445100,广东省
36,河源,3,0,0,0,441600,广东省
37,温州,421,0,49,0,330300,浙江省
38,杭州,156,0,18,0,330100,浙江省
39,宁波,136,0,12,0,330200,浙江省
40,台州,129,0,17,0,331000,浙江省
41,金华,48,0,9,0,330700,浙江省
42,嘉兴,35,0,1,0,330400,浙江省
43,绍兴,34,0,5,0,330600,浙江省
44,丽水,16,0,3,0,331100,浙江省
45,衢州,15,0,3,0,330800,浙江省
46,湖州,9,0,1,0,330500,浙江省
47,舟山,7,0,5,0,330900,浙江省
48,信阳,176,0,15,0,411500,河南省
49,南阳,118,0,6,2,411300,河南省
50,郑州,112,0,25,0,410100,河南省
51,驻马店,106,0,4,0,411700,河南省
52,商丘,72,0,5,0,411400,河南省
53,周口,60,0,10,0,411600,河南省
54,平顶山,46,0,1,0,410400,河南省
55,新乡,41,0,4,0,410700,河南省
56,安阳,40,0,2,0,410500,河南省
57,许昌,28,0,0,0,411000,河南省
58,漯河,26,0,4,0,411100,河南省
59,洛阳,24,0,2,0,410300,河南省
60,开封,20,0,1,0,410200,河南省
61,焦作,18,0,1,0,410800,河南省
62,鹤壁,11,0,0,0,410600,河南省
63,三门峡,7,0,2,0,411200,河南省
64,濮阳,5,0,0,0,410900,河南省
65,济源,4,0,0,0,419001,河南省
66,待明确地区,0,0,4,1,0,河南省
67,长沙,190,0,18,0,430100,湖南省
68,岳阳,107,0,4,0,430600,湖南省
69,邵阳,83,0,12,0,430500,湖南省
70,常德,64,0,14,0,430700,湖南省
71,娄底,53,0,4,0,431300,湖南省
72,株洲,46,0,7,0,430200,湖南省
73,衡阳,43,0,11,0,430400,湖南省
74,益阳,43,0,6,0,430900,湖南省
75,永州,38,0,10,0,431100,湖南省
76,怀化,38,0,10,0,431200,湖南省
77,郴州,29,0,6,0,431000,湖南省
78,湘潭,25,0,7,0,430300,湖南省
79,湘西自治州,8,0,1,0,433100,湖南省
80,张家界,5,0,2,0,430800,湖南省
81,合肥,115,0,9,0,340100,安徽省
82,阜阳,105,0,9,0,341200,安徽省
83,蚌埠,88,0,1,0,340300,安徽省
84,亳州,72,0,5,0,341600,安徽省
85,安庆,66,0,6,0,340800,安徽省
86,六安,41,0,1,0,341500,安徽省
87,马鞍山,30,0,0,0,340500,安徽省
88,芜湖,27,0,3,0,340200,安徽省
89,宿州,27,0,0,0,341300,安徽省
90,铜陵,22,0,5,0,340700,安徽省
91,淮北,22,0,0,0,340600,安徽省
92,淮南,14,0,2,0,340400,安徽省
93,滁州,11,0,2,0,341100,安徽省
94,池州,11,0,1,0,341700,安徽省
95,黄山,9,0,1,0,341000,安徽省
96,宣城,5,0,2,0,341800,安徽省
97,南昌,162,0,14,0,360100,江西省
98,九江,95,0,5,0,360400,江西省
99,新余,87,0,5,0,360500,江西省
100,上饶,86,0,5,0,361100,江西省
101,宜春,62,0,4,0,360900,江西省
102,赣州,59,0,2,0,360700,江西省
103,抚州,56,0,7,0,361000,江西省
104,萍乡,24,0,1,0,360300,江西省
105,吉安,16,0,1,0,360800,江西省
106,鹰潭,10,0,0,0,360600,江西省
107,景德镇,4,0,1,0,360200,江西省
108,万州区,74,0,4,1,500101,重庆市
109,云阳县,20,0,5,0,500235,重庆市
110,九龙坡区,19,0,0,1,500107,重庆市
111,江北区,19,0,1,0,500105,重庆市
112,渝中区,19,0,0,0,500103,重庆市
113,开州区,18,0,2,0,500154,重庆市
114,垫江县,17,0,1,0,500231,重庆市
115,忠县,16,0,1,0,500233,重庆市
116,合川区,16,0,1,0,500117,重庆市
117,两江新区,14,0,0,0,-1,重庆市
118,綦江区,14,0,0,0,500110,重庆市
119,潼南区,13,0,0,0,500152,重庆市
120,渝北区,12,0,2,0,500112,重庆市
121,长寿区,12,0,2,0,500115,重庆市
122,石柱县,12,0,0,0,500240,重庆市
123,奉节县,12,0,1,0,500236,重庆市
124,巫溪县,11,0,1,0,500238,重庆市
125,丰都县,9,0,1,0,500230,重庆市
126,大足区,9,0,0,0,500111,重庆市
127,璧山区,8,0,0,0,500120,重庆市
128,巫山县,8,0,4,0,500237,重庆市
129,南岸区,8,0,0,0,500108,重庆市
130,荣昌区,8,0,0,0,500153,重庆市
131,大渡口区,7,0,1,0,500104,重庆市
132,铜梁区,7,0,0,0,500151,重庆市
133,江津区,4,0,1,0,500116,重庆市
134,高新区,4,0,0,0,0,重庆市
135,梁平区,4,0,0,0,500155,重庆市
136,涪陵区,3,0,0,0,500102,重庆市
137,巴南区,3,0,0,0,500113,重庆市
138,永川区,3,0,1,0,500118,重庆市
139,城口县,2,0,1,0,500229,重庆市
140,黔江区,2,0,0,0,500114,重庆市
141,沙坪坝区,2,0,0,0,500106,重庆市
142,彭水县,2,0,0,0,500243,重庆市
143,秀山县,1,0,1,0,500241,重庆市
144,武隆区,1,0,0,0,500156,重庆市
145,酉阳,1,0,0,0,500242,重庆市
146,万盛经开区,1,0,0,0,0,重庆市
147,苏州,69,0,4,0,320500,江苏省
148,南京,57,0,15,0,320100,江苏省
149,徐州,49,0,3,0,320300,江苏省
150,淮安,37,0,2,0,320800,江苏省
151,无锡,31,0,1,0,320200,江苏省
152,南通,29,0,2,0,320600,江苏省
153,常州,29,0,5,0,320400,江苏省
154,泰州,29,0,3,0,321200,江苏省
155,连云港,24,0,2,0,320700,江苏省
156,扬州,17,0,2,0,321000,江苏省
157,盐城,16,0,3,0,320900,江苏省
158,宿迁,12,0,0,0,321300,江苏省
159,镇江,9,0,1,0,321100,江苏省
160,青岛,44,0,5,0,370200,山东省
161,济南,41,0,3,0,370100,山东省
162,临沂,35,0,3,0,371300,山东省
163,济宁,35,0,7,0,370800,山东省
164,烟台,34,0,2,0,370600,山东省
165,威海,31,0,5,0,371000,山东省
166,潍坊,27,0,0,0,370700,山东省
167,德州,27,0,2,0,371400,山东省
168,聊城,20,0,1,0,371500,山东省
169,泰安,20,0,1,0,370900,山东省
170,枣庄,19,0,0,0,370400,山东省
171,淄博,15,0,1,0,370300,山东省
172,日照,14,0,2,0,371100,山东省
173,菏泽,13,0,2,0,371700,山东省
174,滨州,11,0,3,0,371600,山东省
175,成都,102,0,25,1,510100,四川省
176,南充,30,0,2,0,511300,四川省
177,广安,27,0,2,0,511600,四川省
178,达州,23,0,4,0,511700,四川省
179,巴中,20,0,1,0,511900,四川省
180,绵阳,19,0,2,0,510700,四川省
181,内江,17,0,1,0,511000,四川省
182,甘孜州,17,0,0,0,513300,四川省
183,泸州,13,0,0,0,510500,四川省
184,德阳,12,0,0,0,510600,四川省
185,攀枝花,11,0,1,0,510400,四川省
186,自贡,9,0,1,0,510300,四川省
187,宜宾,9,0,0,0,511500,四川省
188,凉山州,7,0,0,0,513400,四川省
189,雅安,6,0,0,0,511800,四川省
190,广元,6,0,0,0,510800,四川省
191,遂宁,5,0,2,0,510900,四川省
192,眉山,5,0,1,0,511400,四川省
193,乐山,3,0,0,0,511100,四川省
194,资阳,2,0,0,0,512000,四川省
195,阿坝州,1,0,0,0,513200,四川省
196,朝阳区,51,0,0,0,110105,北京市
197,海淀区,47,0,0,0,110108,北京市
198,西城区,36,0,0,0,110102,北京市
199,大兴区,34,0,2,0,110115,北京市
200,外地来京人员,24,0,2,0,-1,北京市
201,丰台区,22,0,0,0,110106,北京市
202,昌平区,17,0,0,0,110114,北京市
203,通州区,14,0,0,0,110112,北京市
204,石景山区,13,0,0,0,110107,北京市
205,房山区,13,0,0,0,110111,北京市
206,顺义区,8,0,0,0,110113,北京市
207,东城区,7,0,0,0,110101,北京市
208,怀柔区,7,0,0,0,110116,北京市
209,门头沟区,3,0,0,0,110109,北京市
210,延庆区,1,0,0,0,110119,北京市
211,待明确地区,0,0,29,1,0,北京市
212,外地来沪人员,93,0,14,1,-1,上海市
213,浦东新区,52,0,6,0,310115,上海市
214,宝山区,16,0,0,0,310113,上海市
215,徐汇区,16,0,0,0,310104,上海市
216,静安区,15,0,2,0,310106,上海市
217,松江区,13,0,0,0,310117,上海市
218,闵行区,12,0,1,0,310112,上海市
219,长宁区,11,0,0,0,310105,上海市
220,奉贤区,9,0,0,0,310120,上海市
221,虹口区,7,0,0,0,310109,上海市
222,杨浦区,7,0,0,0,310110,上海市
223,普陀区,7,0,0,0,310107,上海市
224,青浦区,5,0,1,0,310118,上海市
225,黄浦区,5,0,1,0,310101,上海市
226,嘉定区,5,0,0,0,310114,上海市
227,金山区,2,0,0,0,310116,上海市
228,崇明区,2,0,0,0,310151,上海市
229,哈尔滨,94,0,9,0,230100,黑龙江省
230,绥化,39,0,1,2,231200,黑龙江省
231,双鸭山,36,0,1,0,230500,黑龙江省
232,鸡西,29,0,0,0,230300,黑龙江省
233,齐齐哈尔,27,0,0,0,230200,黑龙江省
234,大庆,13,0,0,1,230600,黑龙江省
235,佳木斯,13,0,1,0,230800,黑龙江省
236,牡丹江,11,0,0,0,231000,黑龙江省
237,七台河,10,0,0,0,230900,黑龙江省
238,大兴安岭,2,0,0,0,232700,黑龙江省
239,鹤岗,2,0,0,0,230400,黑龙江省
240,黑河,1,0,0,0,231100,黑龙江省
241,福州,57,0,7,0,350100,福建省
242,莆田,44,0,1,0,350300,福建省
243,泉州,40,0,4,0,350500,福建省
244,厦门,23,0,2,0,350200,福建省
245,宁德,16,0,4,0,350900,福建省
246,漳州,16,0,1,0,350600,福建省
247,南平,12,0,1,0,350700,福建省
248,三明,12,0,0,0,350400,福建省
249,龙岩,4,0,0,0,350800,福建省
250,西安,80,0,9,0,610100,陕西省
251,安康,21,0,1,0,610900,陕西省
252,汉中,21,0,0,0,610700,陕西省
253,咸阳,15,0,1,0,610400,陕西省
254,宝鸡,12,0,2,0,610300,陕西省
255,渭南,9,0,0,0,610500,陕西省
256,铜川,8,0,3,0,610200,陕西省
257,延安,7,0,0,0,610600,陕西省
258,商洛,7,0,1,0,611000,陕西省
259,榆林,2,0,0,0,610800,陕西省
260,韩城,1,0,0,0,610581,陕西省
261,杨凌,1,0,0,0,0,陕西省
262,南宁,31,0,0,0,450100,广西壮族自治区
263,北海,31,0,2,0,450500,广西壮族自治区
264,桂林,28,0,5,0,450300,广西壮族自治区
265,柳州,20,0,3,0,450200,广西壮族自治区
266,防城港,15,0,1,0,450600,广西壮族自治区
267,河池,11,0,0,0,451200,广西壮族自治区
268,玉林,8,0,1,0,450900,广西壮族自治区
269,贵港,7,0,0,0,450800,广西壮族自治区
270,钦州,7,0,0,0,450700,广西壮族自治区
271,梧州,5,0,2,0,450400,广西壮族自治区
272,贺州,4,0,0,0,451100,广西壮族自治区
273,百色,3,0,0,0,451000,广西壮族自治区
274,来宾,1,0,0,0,451300,广西壮族自治区
275,待明确地区,0,0,3,0,0,广西壮族自治区
276,石家庄,24,0,3,0,130100,河北省
277,沧州,23,0,4,1,130900,河北省
278,邯郸,22,0,2,0,130400,河北省
279,邢台,20,0,2,0,130500,河北省
280,唐山,19,0,2,0,130200,河北省
281,保定,18,0,4,0,130600,河北省
282,廊坊,15,0,4,0,131000,河北省
283,张家口,13,0,1,0,130700,河北省
284,衡水,7,0,0,0,131100,河北省
285,承德,6,0,0,0,130800,河北省
286,秦皇岛,5,0,0,0,130300,河北省
287,昆明,41,0,2,0,530100,云南省
288,西双版纳,15,0,2,0,532800,云南省
289,玉溪,13,0,2,0,530400,云南省
290,大理,11,0,2,0,532901,云南省
291,曲靖,10,0,1,0,530300,云南省
292,昭通,10,0,1,0,530600,云南省
293,保山,9,0,0,0,530500,云南省
294,丽江,7,0,1,0,530700,云南省
295,红河,5,0,1,0,532500,云南省
296,德宏,5,0,0,0,533100,云南省
297,普洱,4,0,0,0,530800,云南省
298,楚雄,4,0,0,0,532301,云南省
299,临沧,1,0,0,0,530900,云南省
300,文山,1,0,0,0,532601,云南省
301,待明确地区,0,0,1,0,0,云南省
302,三亚,34,0,8,1,460200,海南省
303,海口,21,0,2,0,460100,海南省
304,万宁,12,0,0,0,469006,海南省
305,儋州,11,0,0,0,460400,海南省
306,澄迈,7,0,0,1,469023,海南省
307,琼海,6,0,0,0,469002,海南省
308,临高,5,0,0,0,469024,海南省
309,陵水,4,0,0,0,469028,海南省
310,昌江,4,0,0,0,469026,海南省
311,东方,3,0,0,0,469007,海南省
312,定安,3,0,0,0,469021,海南省
313,文昌,3,0,0,0,469005,海南省
314,保亭,2,0,0,0,0,海南省
315,琼中,1,0,0,0,469030,海南省
316,乐东,1,0,0,0,469027,海南省
317,沈阳,25,0,2,0,210100,辽宁省
318,大连,14,0,3,0,210200,辽宁省
319,盘锦,11,0,0,0,211100,辽宁省
320,葫芦岛,9,0,0,0,211400,辽宁省
321,锦州,8,0,1,0,210700,辽宁省
322,丹东,7,0,1,0,210600,辽宁省
323,阜新,7,0,0,0,210900,辽宁省
324,朝阳,6,0,0,0,211300,辽宁省
325,本溪,3,0,0,0,210500,辽宁省
326,铁岭,3,0,0,0,211200,辽宁省
327,鞍山,3,0,0,0,210300,辽宁省
328,辽阳,2,0,0,0,211000,辽宁省
329,营口,1,0,0,0,210800,辽宁省
330,晋中,27,0,5,0,140700,山西省
331,运城,17,0,1,0,140800,山西省
332,太原,11,0,1,0,140100,山西省
333,大同,9,0,3,0,140200,山西省
334,晋城,8,0,0,0,140500,山西省
335,吕梁,6,0,3,0,141100,山西省
336,长治,5,0,0,0,140400,山西省
337,阳泉,4,0,0,0,140300,山西省
338,朔州,4,0,1,0,140600,山西省
339,忻州,3,0,0,0,140900,山西省
340,临汾,2,0,1,0,141000,山西省
341,贵阳,18,0,1,0,520100,贵州省
342,毕节,17,0,0,0,520500,贵州省
343,遵义,12,0,0,0,520300,贵州省
344,六盘水,9,0,0,1,520200,贵州省
345,黔南州,7,0,3,0,522700,贵州省
346,铜仁,6,0,2,0,520600,贵州省
347,黔东南州,5,0,0,0,522600,贵州省
348,安顺,4,0,0,0,520400,贵州省
349,黔西南州,3,0,0,0,522300,贵州省
350,宝坻区,23,0,0,1,120115,天津市
351,河东区,10,0,0,0,120102,天津市
352,河北区,10,0,0,0,120105,天津市
353,和平区,6,0,0,0,120101,天津市
354,外地来津人员,6,0,0,0,0,天津市
355,河西区,4,0,0,0,120103,天津市
356,宁河区,4,0,0,0,120117,天津市
357,西青区,4,0,0,0,120111,天津市
358,东丽区,4,0,0,0,120110,天津市
359,南开区,3,0,0,0,120104,天津市
360,滨海新区,3,0,0,0,120116,天津市
361,红桥区,2,0,1,0,120106,天津市
362,津南区,1,0,0,0,120112,天津市
363,北辰区,1,0,0,0,120113,天津市
364,待明确地区,0,0,1,0,0,天津市
365,兰州,32,0,5,0,620100,甘肃省
366,天水,10,0,1,0,620500,甘肃省
367,定西,5,0,1,0,621100,甘肃省
368,陇南,4,0,0,0,621200,甘肃省
369,白银,4,0,0,0,620400,甘肃省
370,临夏,3,0,2,0,622901,甘肃省
371,甘南,3,0,0,0,623000,甘肃省
372,张掖,2,0,0,0,620700,甘肃省
373,庆阳,2,0,0,0,621000,甘肃省
374,金昌,1,0,0,0,620300,甘肃省
375,平凉,1,0,0,0,620800,甘肃省
376,长春,32,0,1,0,220100,吉林省
377,四平,10,0,0,1,220300,吉林省
378,吉林市,5,0,2,0,220200,吉林省
379,延边,5,0,0,0,222400,吉林省
380,辽源,5,0,0,0,220400,吉林省
381,公主岭,4,0,1,0,220381,吉林省
382,松原,2,0,0,0,220700,吉林省
383,通化,2,0,0,0,220500,吉林省
384,鄂尔多斯,11,0,2,0,150600,内蒙古自治区
385,包头,9,0,0,0,150200,内蒙古自治区
386,呼和浩特,7,0,0,0,150100,内蒙古自治区
387,呼伦贝尔,5,0,1,0,150700,内蒙古自治区
388,巴彦淖尔,4,0,0,0,150800,内蒙古自治区
389,赤峰,4,0,1,0,150400,内蒙古自治区
390,乌兰察布,3,0,0,0,150900,内蒙古自治区
