,cityName,confirmedCount,suspectedCount,curedCount,deadCount,locationId,provinceName
0,武汉,13603,0,747,545,420100,湖北省
1,孝感,2313,0,42,26,420900,湖北省
2,黄冈,2041,0,105,36,421100,湖北省
3,随州,953,0,23,9,421300,湖北省
4,荆州,941,0,31,11,421000,湖北省
5,襄阳,907,0,34,5,420600,湖北省
6,黄石,703,0,48,2,420200,湖北省
7,宜昌,633,0,25,8,420500,湖北省
8,荆门,588,0,36,18,420800,湖北省
9,鄂州,569,0,33,20,420700,湖北省
10,咸宁,476,0,16,2,421200,湖北省
11,十堰,438,0,40,0,420300,湖北省
12,仙桃,359,0,14,5,429004,湖北省
13,天门,179,0,1,10,429006,湖北省
14,恩施州,160,0,20,0,422800,湖北省
15,潜江,80,0,1,2,429005,湖北省
16,神农架林区,10,0,2,0,429021,湖北省
17,深圳,354,0,39,0,440300,广东省
18,广州,301,0,27,0,440100,广东省
19,珠海,83,0,4,0,440400,广东省
20,佛山,64,0,4,0,440600,广东省
21,东莞,56,0,1,0,441900,广东省
22,惠州,47,0,1,0,441300,广东省
23,中山,46,0,11,0,442000,广东省
24,汕头,25,0,3,0,440500,广东省
25,湛江,20,0,6,0,440800,广东省
26,江门,15,0,1,0,440700,广东省
27,肇庆,14,0,1,1,441200,广东省
28,阳江,13,0,1,0,441700,广东省
29,梅州,13,0,4,0,441400,广东省
30,清远,10,0,3,0,441800,广东省
31,茂名,8,0,1,0,440900,广东省
32,揭阳,7,0,1,0,445200,广东省
33,韶关,6,0,1,0,440200,广东省
34,汕尾,5,0,1,0,441500,广东省
35,潮州,5,0,0,0,445100,广东省
36,河源,3,0,0,0,441600,广东省
37,待明确地区,0,0,2,0,0,广东省
38,温州,438,0,70,0,330300,浙江省
39,杭州,162,0,22,0,330100,浙江省
40,宁波,141,0,12,0,330200,浙江省
41,台州,133,0,25,0,331000,浙江省
42,金华,52,0,13,0,330700,浙江省
43,嘉兴,37,0,1,0,330400,浙江省
44,绍兴,36,0,5,0,330600,浙江省
45,丽水,17,0,5,0,331100,浙江省
46,衢州,15,0,3,0,330800,浙江省
47,湖州,10,0,1,0,330500,浙江省
48,舟山,7,0,5,0,330900,浙江省
49,待明确地区,0,0,13,0,0,浙江省
50,信阳,192,0,24,0,411500,河南省
51,南阳,128,0,16,2,411300,河南省
52,郑州,120,0,28,0,410100,河南省
53,驻马店,113,0,5,0,411700,河南省
54,商丘,76,0,5,0,411400,河南省
55,周口,62,0,10,0,411600,河南省
56,平顶山,48,0,6,1,410400,河南省
57,新乡,43,0,5,0,410700,河南省
58,安阳,43,0,3,0,410500,河南省
59,许昌,30,0,2,0,411000,河南省
60,漯河,29,0,4,0,411100,河南省
61,洛阳,25,0,2,0,410300,河南省
62,开封,21,0,1,0,410200,河南省
63,焦作,20,0,1,0,410800,河南省
64,鹤壁,13,0,0,0,410600,河南省
65,三门峡,7,0,3,0,411200,河南省
66,濮阳,7,0,0,0,410900,河南省
67,济源,4,0,0,0,419001,河南省
68,待明确地区,0,0,1,1,0,河南省
69,长沙,196,0,27,0,430100,湖南省
70,岳阳,111,0,10,1,430600,湖南省
71,邵阳,86,0,18,0,430500,湖南省
72,常德,66,0,15,0,430700,湖南省
73,娄底,59,0,8,0,431300,湖南省
74,株洲,48,0,8,0,430200,湖南省
75,益阳,44,0,10,0,430900,湖南省
76,衡阳,43,0,13,0,430400,湖南省
77,永州,40,0,10,0,431100,湖南省
78,怀化,38,0,14,0,431200,湖南省
79,郴州,31,0,8,0,431000,湖南省
80,湘潭,28,0,10,0,430300,湖南省
81,湘西自治州,8,0,3,0,433100,湖南省
82,张家界,5,0,2,0,430800,湖南省
83,合肥,128,0,11,0,340100,安徽省
84,阜阳,113,0,11,0,341200,安徽省
85,蚌埠,99,0,1,0,340300,安徽省
86,亳州,81,0,5,0,341600,安徽省
87,安庆,71,0,6,0,340800,安徽省
88,六安,51,0,2,0,341500,安徽省
89,马鞍山,31,0,2,0,340500,安徽省
90,芜湖,29,0,3,0,340200,安徽省
91,宿州,28,0,1,0,341300,安徽省
92,铜陵,23,0,7,0,340700,安徽省
93,淮北,22,0,1,0,340600,安徽省
94,淮南,21,0,3,0,340400,安徽省
95,滁州,11,0,2,0,341100,安徽省
96,池州,11,0,1,0,341700,安徽省
97,黄山,9,0,1,0,341000,安徽省
98,宣城,5,0,2,0,341800,安徽省
99,南昌,168,0,20,0,360100,江西省
100,九江,97,0,5,0,360400,江西省
101,新余,95,0,8,0,360500,江西省
102,上饶,92,0,5,0,361100,江西省
103,宜春,67,0,5,0,360900,江西省
104,赣州,64,0,2,0,360700,江西省
105,抚州,59,0,7,0,361000,江西省
106,萍乡,24,0,1,0,360300,江西省
107,吉安,17,0,1,0,360800,江西省
108,鹰潭,11,0,0,0,360600,江西省
109,景德镇,4,0,1,0,360200,江西省
110,苏州,72,0,4,0,320500,江苏省
111,南京,65,0,20,0,320100,江苏省
112,徐州,52,0,3,0,320300,江苏省
113,淮安,40,0,2,0,320800,江苏省
114,无锡,34,0,4,0,320200,江苏省
115,南通,31,0,2,0,320600,江苏省
116,常州,31,0,5,0,320400,江苏省
117,泰州,30,0,3,0,321200,江苏省
118,连云港,27,0,2,0,320700,江苏省
119,扬州,17,0,2,0,321000,江苏省
120,盐城,17,0,3,0,320900,江苏省
121,宿迁,12,0,0,0,321300,江苏省
122,镇江,11,0,1,0,321100,江苏省
123,万州区,78,0,6,1,500101,重庆市
124,江北区,20,0,1,0,500105,重庆市
125,云阳县,20,0,7,0,500235,重庆市
126,渝中区,20,0,1,0,500103,重庆市
127,九龙坡区,19,0,1,1,500107,重庆市
128,开州区,18,0,2,0,500154,重庆市
129,垫江县,18,0,1,0,500231,重庆市
130,合川区,16,0,1,0,500117,重庆市
131,忠县,16,0,2,0,500233,重庆市
132,两江新区,16,0,0,0,-1,重庆市
133,綦江区,15,0,0,0,500110,重庆市
134,奉节县,14,0,1,0,500236,重庆市
135,潼南区,13,0,0,0,500152,重庆市
136,渝北区,12,0,2,0,500112,重庆市
137,长寿区,12,0,2,0,500115,重庆市
138,石柱县,12,0,0,0,500240,重庆市
139,巫溪县,11,0,1,0,500238,重庆市
140,大足区,10,0,0,0,500111,重庆市
141,丰都县,9,0,1,0,500230,重庆市
142,璧山区,8,0,0,0,500120,重庆市
143,巫山县,8,0,4,0,500237,重庆市
144,南岸区,8,0,0,0,500108,重庆市
145,荣昌区,8,0,0,0,500153,重庆市
146,大渡口区,7,0,1,0,500104,重庆市
147,铜梁区,7,0,0,0,500151,重庆市
148,江津区,4,0,1,0,500116,重庆市
149,梁平区,4,0,1,0,500155,重庆市
150,高新区,4,0,0,0,0,重庆市
151,涪陵区,3,0,0,0,500102,重庆市
152,巴南区,3,0,0,0,500113,重庆市
153,永川区,3,0,1,0,500118,重庆市
154,城口县,2,0,1,0,500229,重庆市
155,黔江区,2,0,0,0,500114,重庆市
156,沙坪坝区,2,0,0,0,500106,重庆市
157,彭水县,2,0,0,0,500243,重庆市
158,秀山县,1,0,1,0,500241,重庆市
159,武隆区,1,0,0,0,500156,重庆市
160,酉阳县,1,0,0,0,0,重庆市
161,万盛经开区,1,0,0,0,0,重庆市
162,青岛,46,0,7,0,370200,山东省
163,济南,42,0,3,0,370100,山东省
164,临沂,40,0,3,0,371300,山东省
165,济宁,38,0,8,0,370800,山东省
166,烟台,35,0,2,0,370600,山东省
167,威海,33,0,5,0,371000,山东省
168,潍坊,31,0,0,0,370700,山东省
169,德州,29,0,4,0,371400,山东省
170,聊城,27,0,1,0,371500,山东省
171,枣庄,20,0,0,0,370400,山东省
172,泰安,20,0,1,0,370900,山东省
173,日照,15,0,2,0,371100,山东省
174,淄博,15,0,1,0,370300,山东省
175,菏泽,14,0,3,0,371700,山东省
176,滨州,11,0,4,0,371600,山东省
177,成都,109,0,33,1,510100,四川省
178,南充,31,0,2,0,511300,四川省
179,广安,28,0,3,0,511600,四川省
180,达州,25,0,5,0,511700,四川省
181,巴中,21,0,1,0,511900,四川省
182,绵阳,20,0,3,0,510700,四川省
183,内江,17,0,2,0,511000,四川省
184,甘孜州,17,0,0,0,513300,四川省
185,德阳,13,0,0,0,510600,四川省
