,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,locationId,provinceName
0,武汉,6743,50005,0,40766,2496,420100,湖北省
1,孝感,67,3518,0,3323,128,420900,湖北省
2,鄂州,38,1394,0,1298,58,420700,湖北省
3,随州,36,1307,0,1226,45,421300,湖北省
4,荆州,28,1580,0,1502,50,421000,湖北省
5,荆门,18,928,0,871,39,420800,湖北省
6,仙桃,15,575,0,538,22,429004,湖北省
7,宜昌,13,931,0,882,36,420500,湖北省
8,黄石,12,1015,0,965,38,420200,湖北省
9,十堰,9,672,0,655,8,420300,湖北省
10,襄阳,5,1175,0,1131,39,420600,湖北省
11,天门,2,496,0,479,15,429006,湖北省
12,潜江,2,198,0,187,9,429005,湖北省
13,黄冈,0,2907,0,2782,125,421100,湖北省
14,咸宁,0,836,0,821,15,421200,湖北省
15,恩施州,0,252,0,245,7,422800,湖北省
16,神农架林区,0,11,0,11,0,429021,湖北省
17,朝阳区,72,72,0,0,0,110105,北京市
18,海淀区,63,63,0,0,0,110108,北京市
19,境外输入人员,59,65,0,6,0,0,北京市
20,西城区,53,53,0,0,0,110102,北京市
21,丰台区,40,43,0,3,0,110106,北京市
22,大兴区,23,39,0,16,0,110115,北京市
23,外地来京人员,23,25,0,2,0,-1,北京市
24,昌平区,19,29,0,10,0,110114,北京市
25,通州区,18,19,0,1,0,110112,北京市
26,房山区,13,16,0,3,0,110111,北京市
27,东城区,13,14,0,1,0,110101,北京市
28,石景山区,13,14,0,1,0,110107,北京市
29,顺义区,10,10,0,0,0,110113,北京市
30,怀柔区,7,7,0,0,0,110116,北京市
31,密云区,7,7,0,0,0,110118,北京市
32,门头沟区,1,3,0,2,0,110109,北京市
33,延庆区,1,1,0,0,0,110119,北京市
34,待明确地区,-343,0,0,335,8,0,北京市
35,广州,27,359,0,331,1,440100,广东省
36,深圳,21,427,0,403,3,440300,广东省
37,佛山,4,85,0,81,0,440600,广东省
38,中山,4,68,0,64,0,442000,广东省
39,东莞,1,100,0,98,1,441900,广东省
40,肇庆,1,20,0,18,1,441200,广东省
41,梅州,1,17,0,16,0,441400,广东省
42,珠海,0,98,0,97,1,440400,广东省
43,惠州,0,62,0,62,0,441300,广东省
44,汕头,0,25,0,25,0,440500,广东省
45,江门,0,23,0,23,0,440700,广东省
46,湛江,0,22,0,22,0,440800,广东省
47,阳江,0,14,0,14,0,441700,广东省
48,茂名,0,14,0,14,0,440900,广东省
49,清远,0,12,0,12,0,441800,广东省
50,韶关,0,10,0,9,1,440200,广东省
51,揭阳,0,8,0,8,0,445200,广东省
52,汕尾,0,5,0,5,0,441500,广东省
53,潮州,0,5,0,5,0,445100,广东省
54,河源,0,4,0,4,0,441600,广东省
55,待明确地区,-7,0,0,7,0,0,广东省
56,境外输入人员,41,43,0,2,0,0,甘肃省
57,兰州,0,36,0,34,2,620100,甘肃省
58,天水,0,12,0,12,0,620500,甘肃省
59,平凉,0,9,0,9,0,620800,甘肃省
60,定西,0,9,0,9,0,621100,甘肃省
61,甘南,0,8,0,8,0,623000,甘肃省
62,白银,0,4,0,4,0,620400,甘肃省
63,陇南,0,4,0,4,0,621200,甘肃省
64,庆阳,0,3,0,3,0,621000,甘肃省
65,临夏,0,3,0,3,0,622900,甘肃省
66,张掖,0,2,0,2,0,620700,甘肃省
67,金昌,0,1,0,1,0,620300,甘肃省
68,境外输入人员,24,25,0,1,0,0,上海市
69,外地来沪人员,4,111,0,106,1,-1,上海市
70,宝山区,2,21,0,19,0,310113,上海市
71,嘉定区,2,9,0,7,0,310114,上海市
72,浦东新区,1,61,0,60,0,310115,上海市
73,徐汇区,1,18,0,17,0,310104,上海市
74,静安区,1,16,0,15,0,310106,上海市
75,黄浦区,1,6,0,5,0,310101,上海市
76,闵行区,0,19,0,19,0,310112,上海市
77,松江区,0,14,0,14,0,310117,上海市
78,长宁区,0,13,0,13,0,310105,上海市
79,普陀区,0,11,0,11,0,310107,上海市
80,杨浦区,0,9,0,9,0,310110,上海市
81,奉贤区,0,9,0,9,0,310120,上海市
82,虹口区,0,7,0,7,0,310109,上海市
83,青浦区,0,6,0,6,0,310118,上海市
84,金山区,0,4,0,4,0,310116,上海市
85,崇明区,0,4,0,4,0,310151,上海市
86,待明确地区,-2,0,0,0,2,0,上海市
87,丽水,11,29,0,18,0,331100,浙江省
88,杭州,2,183,0,181,0,330100,浙江省
89,嘉兴,1,45,0,44,0,330400,浙江省
90,湖州,1,12,0,11,0,330500,浙江省
91,温州,0,504,0,503,1,330300,浙江省
92,宁波,0,157,0,157,0,330200,浙江省
93,台州,0,146,0,146,0,331000,浙江省
94,金华,0,55,0,55,0,330700,浙江省
95,绍兴,0,42,0,42,0,330600,浙江省
96,省十里丰监狱,0,36,0,36,0,0,浙江省
97,衢州,0,14,0,14,0,330800,浙江省
98,舟山,0,10,0,10,0,330900,浙江省
99,哈尔滨,4,198,0,190,4,230100,黑龙江省
100,双鸭山,1,52,0,48,3,230500,黑龙江省
101,齐齐哈尔,1,43,0,41,1,230200,黑龙江省
102,大庆,1,26,0,24,1,230600,黑龙江省
103,黑河,1,14,0,13,0,231100,黑龙江省
104,大兴安岭,1,3,0,2,0,232700,黑龙江省
105,境外输入人员,1,1,0,0,0,0,黑龙江省
106,绥化,0,47,0,43,4,231200,黑龙江省
107,鸡西,0,46,0,46,0,230300,黑龙江省
108,七台河,0,17,0,17,0,230900,黑龙江省
109,佳木斯,0,15,0,15,0,230800,黑龙江省
110,牡丹江,0,15,0,15,0,231000,黑龙江省
111,鹤岗,0,5,0,5,0,230400,黑龙江省
112,伊春,0,1,0,1,0,230700,黑龙江省
113,济宁,3,260,0,257,0,370800,山东省
114,境外输入人员,2,2,0,0,0,0,山东省
115,青岛,1,61,0,59,1,370200,山东省
116,济南,1,47,0,46,0,370100,山东省
117,临沂,0,49,0,49,0,371300,山东省
118,烟台,0,47,0,47,0,370600,山东省
119,潍坊,0,44,0,44,0,370700,山东省
120,威海,0,38,0,37,1,371000,山东省
121,聊城,0,38,0,38,0,371500,山东省
122,德州,0,37,0,35,2,371400,山东省
123,泰安,0,35,0,33,2,370900,山东省
124,淄博,0,30,0,29,1,370300,山东省
125,枣庄,0,24,0,24,0,370400,山东省
126,菏泽,0,18,0,18,0,371700,山东省
127,日照,0,16,0,16,0,371100,山东省
128,滨州,0,15,0,15,0,371600,山东省
129,西安,3,120,0,114,3,610100,陕西省
130,咸阳,1,17,0,16,0,610400,陕西省
131,渭南,1,15,0,14,0,610500,陕西省
132,境外输入人员,1,1,0,0,0,0,陕西省
133,安康,0,26,0,26,0,610900,陕西省
134,汉中,0,26,0,26,0,610700,陕西省
135,宝鸡,0,13,0,13,0,610300,陕西省
136,延安,0,8,0,8,0,610600,陕西省
137,铜川,0,8,0,8,0,610200,陕西省
138,商洛,0,7,0,7,0,611000,陕西省
139,榆林,0,3,0,3,0,610800,陕西省
140,韩城,0,1,0,1,0,610581,陕西省
141,杨凌,0,1,0,1,0,0,陕西省
142,唐山,2,58,0,55,1,130200,河北省
143,沧州,0,48,0,45,3,130900,河北省
144,张家口,0,41,0,41,0,130700,河北省
