,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,locationId,provinceName
0,武汉,34660,47071,0,10368,2043,420100,湖北省
1,孝感,2044,3482,0,1328,110,420900,湖北省
2,黄冈,1018,2904,0,1780,106,421100,湖北省
3,鄂州,842,1385,0,502,41,420700,湖北省
4,荆州,753,1576,0,781,42,421000,湖北省
5,随州,668,1305,0,601,36,421300,湖北省
6,襄阳,552,1175,0,593,30,420600,湖北省
7,宜昌,550,926,0,347,29,420500,湖北省
8,荆门,451,920,0,432,37,420800,湖北省
9,黄石,409,1008,0,568,31,420200,湖北省
10,十堰,351,671,0,317,3,420300,湖北省
11,咸宁,321,836,0,504,11,421200,湖北省
12,仙桃,240,575,0,316,19,429004,湖北省
13,天门,200,495,0,282,13,429006,湖北省
14,恩施州,96,251,0,151,4,422800,湖北省
15,潜江,96,195,0,91,8,429005,湖北省
16,神农架林区,1,11,0,10,0,429021,湖北省
17,深圳,152,417,0,262,3,440300,广东省
18,广州,135,346,0,210,1,440100,广东省
19,东莞,56,97,0,40,1,441900,广东省
20,佛山,48,84,0,36,0,440600,广东省
21,珠海,41,98,0,56,1,440400,广东省
22,中山,13,66,0,53,0,442000,广东省
23,惠州,13,62,0,49,0,441300,广东省
24,江门,13,23,0,10,0,440700,广东省
25,湛江,8,22,0,14,0,440800,广东省
26,肇庆,8,19,0,10,1,441200,广东省
27,茂名,7,14,0,7,0,440900,广东省
28,梅州,5,16,0,11,0,441400,广东省
29,汕头,4,25,0,21,0,440500,广东省
30,阳江,4,14,0,10,0,441700,广东省
31,韶关,3,10,0,7,0,440200,广东省
32,揭阳,3,8,0,5,0,445200,广东省
33,河源,3,4,0,1,0,441600,广东省
34,汕尾,1,5,0,4,0,441500,广东省
35,潮州,1,5,0,4,0,445100,广东省
36,清远,0,12,0,12,0,441800,广东省
37,温州,186,504,0,317,1,330300,浙江省
38,台州,48,146,0,98,0,331000,浙江省
39,省十里丰监狱,36,36,0,0,0,0,浙江省
40,宁波,34,157,0,123,0,330200,浙江省
41,杭州,32,169,0,137,0,330100,浙江省
42,嘉兴,17,45,0,28,0,330400,浙江省
43,金华,16,55,0,39,0,330700,浙江省
44,绍兴,12,42,0,30,0,330600,浙江省
45,舟山,5,10,0,5,0,330900,浙江省
46,衢州,4,14,0,10,0,330800,浙江省
47,丽水,3,17,0,14,0,331100,浙江省
48,湖州,3,10,0,7,0,330500,浙江省
49,济宁,223,258,0,35,0,370800,山东省
50,烟台,24,47,0,23,0,370600,山东省
51,济南,23,47,0,24,0,370100,山东省
52,青岛,21,60,0,38,1,370200,山东省
53,潍坊,20,44,0,24,0,370700,山东省
54,德州,20,37,0,15,2,371400,山东省
55,淄博,13,30,0,16,1,370300,山东省
56,威海,11,38,0,27,0,371000,山东省
57,泰安,11,35,0,22,2,370900,山东省
58,聊城,10,38,0,28,0,371500,山东省
59,临沂,5,49,0,44,0,371300,山东省
60,日照,5,16,0,11,0,371100,山东省
61,枣庄,4,24,0,20,0,370400,山东省
62,滨州,4,15,0,11,0,371600,山东省
63,菏泽,1,18,0,17,0,371700,山东省
64,合肥,54,174,0,119,1,340100,安徽省
65,阜阳,46,155,0,109,0,341200,安徽省
66,蚌埠,42,160,0,113,5,340300,安徽省
67,六安,24,69,0,45,0,341500,安徽省
68,亳州,21,108,0,87,0,341600,安徽省
69,马鞍山,17,38,0,21,0,340500,安徽省
70,安庆,14,83,0,69,0,340800,安徽省
71,宿州,12,41,0,29,0,341300,安徽省
72,淮南,9,27,0,18,0,340400,安徽省
73,铜陵,7,29,0,22,0,340700,安徽省
74,淮北,7,27,0,20,0,340600,安徽省
75,芜湖,5,33,0,28,0,340200,安徽省
76,池州,4,17,0,13,0,341700,安徽省
77,滁州,4,13,0,9,0,341100,安徽省
78,黄山,3,9,0,6,0,341000,安徽省
79,宣城,2,6,0,4,0,341800,安徽省
80,九江,56,118,0,62,0,360400,江西省
81,南昌,45,229,0,184,0,360100,江西省
82,上饶,26,123,0,97,0,361100,江西省
83,宜春,22,106,0,84,0,360900,江西省
84,赣州,22,76,0,53,1,360700,江西省
85,新余,21,130,0,109,0,360500,江西省
86,抚州,20,72,0,52,0,361000,江西省
87,萍乡,17,33,0,16,0,360300,江西省
88,吉安,10,22,0,12,0,360800,江西省
89,鹰潭,7,18,0,11,0,360600,江西省
90,景德镇,3,6,0,3,0,360200,江西省
91,赣江新区,1,1,0,0,0,0,江西省
92,信阳,75,274,0,197,2,411500,河南省
93,郑州,38,157,0,119,0,410100,河南省
94,周口,24,76,0,52,0,411600,河南省
95,南阳,23,155,0,129,3,411300,河南省
96,驻马店,15,139,0,124,0,411700,河南省
97,平顶山,13,58,0,44,1,410400,河南省
98,安阳,12,53,0,41,0,410500,河南省
99,漯河,12,35,0,23,0,411100,河南省
100,商丘,10,91,0,78,3,411400,河南省
101,开封,10,26,0,16,0,410200,河南省
102,洛阳,9,31,0,21,1,410300,河南省
103,许昌,7,39,0,32,0,411000,河南省
104,濮阳,7,17,0,10,0,410900,河南省
105,新乡,6,57,0,48,3,410700,河南省
106,鹤壁,6,19,0,13,0,410600,河南省
107,焦作,5,32,0,26,1,410800,河南省
108,济源,2,5,0,3,0,419001,河南省
109,三门峡,0,7,0,6,1,411200,河南省
110,待明确地区,-24,0,0,20,4,0,河南省
111,长沙,88,242,0,152,2,430100,湖南省
112,岳阳,49,156,0,106,1,430600,湖南省
113,株洲,26,80,0,54,0,430200,湖南省
114,娄底,20,76,0,56,0,431300,湖南省
115,常德,16,82,0,66,0,430700,湖南省
116,邵阳,11,102,0,90,1,430500,湖南省
117,衡阳,10,48,0,38,0,430400,湖南省
118,湘潭,10,36,0,26,0,430300,湖南省
119,郴州,8,39,0,31,0,431000,湖南省
