,cityName,confirmedCount,suspectedCount,curedCount,deadCount,locationId,provinceName
0,武汉,5142,0,228,265,420100,湖北省
1,黄冈,1246,0,32,17,421100,湖北省
2,孝感,918,0,2,14,420900,湖北省
3,襄阳,548,0,1,0,420600,湖北省
4,荆州,499,0,6,6,421000,湖北省
5,随州,458,0,3,5,421300,湖北省
6,宜昌,392,0,2,1,420500,湖北省
7,荆门,345,0,6,11,420800,湖北省
8,黄石,334,0,8,2,420200,湖北省
9,鄂州,306,0,2,15,420700,湖北省
10,咸宁,296,0,1,0,421200,湖北省
11,十堰,256,0,2,0,420300,湖北省
12,仙桃,169,0,0,3,429004,湖北省
13,天门,115,0,0,10,429006,湖北省
14,恩施州,111,0,5,0,422800,湖北省
15,潜江,35,0,0,1,429005,湖北省
16,神农架林区,7,0,2,0,429021,湖北省
17,深圳,245,0,10,0,440300,广东省
18,广州,200,0,3,0,440100,广东省
19,珠海,55,0,1,0,440400,广东省
20,佛山,45,0,1,0,440600,广东省
21,东莞,31,0,0,0,441900,广东省
22,惠州,28,0,1,0,441300,广东省
23,中山,25,0,0,0,442000,广东省
24,汕头,18,0,0,0,440500,广东省
25,湛江,14,0,1,0,440800,广东省
26,阳江,10,0,0,0,441700,广东省
27,肇庆,10,0,1,0,441200,广东省
28,梅州,8,0,0,0,441400,广东省
29,清远,7,0,2,0,441800,广东省
30,揭阳,6,0,0,0,445200,广东省
31,韶关,5,0,1,0,440200,广东省
32,汕尾,5,0,0,0,441500,广东省
33,茂名,4,0,0,0,440900,广东省
34,江门,4,0,0,0,440700,广东省
35,潮州,4,0,0,0,445100,广东省
36,河源,1,0,0,0,441600,广东省
37,温州,291,0,17,0,330300,浙江省
38,杭州,118,0,2,0,330100,浙江省
39,台州,109,0,11,0,331000,浙江省
40,宁波,75,0,1,0,330200,浙江省
41,金华,36,0,6,0,330700,浙江省
42,绍兴,30,0,2,0,330600,浙江省
43,嘉兴,19,0,0,0,330400,浙江省
44,丽水,16,0,1,0,331100,浙江省
45,衢州,14,0,0,0,330800,浙江省
46,湖州,9,0,1,0,330500,浙江省
47,舟山,7,0,2,0,330900,浙江省
48,信阳,99,0,6,0,411500,河南省
49,南阳,84,0,1,2,411300,河南省
50,郑州,72,0,6,0,410100,河南省
51,驻马店,58,0,0,0,411700,河南省
52,商丘,50,0,0,0,411400,河南省
53,周口,47,0,1,0,411600,河南省
54,安阳,29,0,0,0,410500,河南省
55,新乡,27,0,0,0,410700,河南省
56,漯河,20,0,0,0,411100,河南省
57,平顶山,19,0,0,0,410400,河南省
58,许昌,15,0,0,0,411000,河南省
59,开封,11,0,0,0,410200,河南省
60,鹤壁,8,0,0,0,410600,河南省
61,焦作,8,0,0,0,410800,河南省
62,洛阳,7,0,0,0,410300,河南省
63,三门峡,7,0,0,0,411200,河南省
64,濮阳,3,0,0,0,410900,河南省
65,济源,2,0,0,0,419001,河南省
66,长沙,125,0,2,0,430100,湖南省
67,岳阳,70,0,0,0,430600,湖南省
68,邵阳,51,0,1,0,430500,湖南省
69,常德,45,0,0,0,430700,湖南省
70,娄底,35,0,2,0,431300,湖南省
71,怀化,32,0,1,0,431200,湖南省
72,衡阳,32,0,4,0,430400,湖南省
73,益阳,30,0,1,0,430900,湖南省
74,株洲,26,0,1,0,430200,湖南省
75,永州,26,0,5,0,431100,湖南省
76,郴州,21,0,1,0,431000,湖南省
77,湘潭,19,0,3,0,430300,湖南省
78,湘西自治州,6,0,1,0,433100,湖南省
79,张家界,3,0,0,0,430800,湖南省
80,合肥,75,0,5,0,340100,安徽省
81,阜阳,65,0,0,0,341200,安徽省
82,安庆,47,0,0,0,340800,安徽省
83,亳州,39,0,2,0,341600,安徽省
84,蚌埠,37,0,0,0,340300,安徽省
85,马鞍山,28,0,1,0,340500,安徽省
86,宿州,21,0,0,0,341300,安徽省
87,六安,20,0,1,0,341500,安徽省
88,铜陵,18,0,1,0,340700,安徽省
89,芜湖,16,0,1,0,340200,安徽省
90,黄山,9,0,0,0,341000,安徽省
91,滁州,8,0,1,0,341100,安徽省
92,淮北,8,0,0,0,340600,安徽省
93,淮南,7,0,0,0,340400,安徽省
94,池州,6,0,1,0,341700,安徽省
95,宣城,4,0,1,0,341800,安徽省
96,南昌,103,0,4,0,360100,江西省
97,九江,64,0,2,0,360400,江西省
98,新余,50,0,3,0,360500,江西省
99,宜春,36,0,1,0,360900,江西省
100,赣州,35,0,1,0,360700,江西省
101,上饶,32,0,4,0,361100,江西省
102,抚州,29,0,0,0,361000,江西省
103,萍乡,18,0,1,0,360300,江西省
104,吉安,13,0,1,0,360800,江西省
105,鹰潭,8,0,0,0,360600,江西省
106,景德镇,3,0,1,0,360200,江西省
107,万州区,50,0,0,1,500101,重庆市
108,云阳县,18,0,1,0,500235,重庆市
109,开州区,17,0,0,0,500154,重庆市
110,江北区,16,0,0,0,500105,重庆市
111,忠县,15,0,0,0,500233,重庆市
112,九龙坡区,13,0,0,1,500107,重庆市
113,垫江县,13,0,1,0,500231,重庆市
114,两江新区,13,0,0,0,-1,重庆市
115,渝北区,12,0,0,0,500112,重庆市
116,长寿区,11,0,0,0,500115,重庆市
117,巫溪县,11,0,0,0,500238,重庆市
118,石柱县,10,0,0,0,500240,重庆市
119,綦江区,10,0,0,0,500110,重庆市
120,合川区,9,0,0,0,500117,重庆市
121,奉节县,9,0,0,0,500236,重庆市
122,渝中区,9,0,0,0,500103,重庆市
123,璧山区,8,0,0,0,500120,重庆市
124,铜梁区,7,0,0,0,500151,重庆市
125,巫山县,7,0,3,0,500237,重庆市
126,南岸区,7,0,0,0,500108,重庆市
127,大渡口区,6,0,0,0,500104,重庆市
128,大足区,5,0,0,0,500111,重庆市
129,丰都县,5,0,1,0,500230,重庆市
130,荣昌区,5,0,0,0,500153,重庆市
131,潼南区,4,0,0,0,500152,重庆市
132,江津区,3,0,0,0,500116,重庆市
133,永川区,3,0,1,0,500118,重庆市
134,梁平区,3,0,0,0,500155,重庆市
135,涪陵区,2,0,0,0,500102,重庆市
136,巴南区,2,0,0,0,500113,重庆市
137,黔江区,2,0,0,0,500114,重庆市
138,沙坪坝区,2,0,0,0,500106,重庆市
139,城口县,2,0,0,0,500229,重庆市
140,秀山县,1,0,1,0,500241,重庆市
141,武隆区,1,0,0,0,500156,重庆市
142,高新区,1,0,0,0,0,重庆市
143,苏州,44,0,3,0,320500,江苏省
144,南京,40,0,2,0,320100,江苏省
145,徐州,36,0,0,0,320300,江苏省
146,无锡,23,0,1,0,320200,江苏省
147,泰州,21,0,0,0,321200,江苏省
148,南通,19,0,0,0,320600,江苏省
149,淮安,18,0,1,0,320800,江苏省
150,常州,15,0,0,0,320400,江苏省
151,盐城,15,0,0,0,320900,江苏省
152,连云港,14,0,1,0,320700,江苏省
153,扬州,14,0,0,0,321000,江苏省
154,宿迁,9,0,0,0,321300,江苏省
155,镇江,3,0,0,0,321100,江苏省
156,青岛,26,0,1,0,370200,山东省
157,烟台,26,0,0,0,370600,山东省
158,威海,25,0,2,0,371000,山东省
159,临沂,25,0,1,0,371300,山东省
160,济南,22,0,0,0,370100,山东省
161,德州,19,0,1,0,371400,山东省
162,济宁,18,0,1,0,370800,山东省
163,枣庄,16,0,0,0,370400,山东省
164,日照,14,0,0,0,371100,山东省
165,潍坊,13,0,0,0,370700,山东省
166,淄博,12,0,0,0,370300,山东省
167,泰安,12,0,1,0,370900,山东省
168,滨州,11,0,0,0,371600,山东省
169,聊城,10,0,0,0,371500,山东省
170,菏泽,10,0,0,0,371700,山东省
171,成都,77,0,10,1,510100,四川省
172,南充,26,0,0,0,511300,四川省
173,广安,21,0,1,0,511600,四川省
174,绵阳,17,0,1,0,510700,四川省
175,内江,12,0,0,0,511000,四川省
176,巴中,12,0,0,0,511900,四川省
177,达州,11,0,1,0,511700,四川省
178,德阳,10,0,0,0,510600,四川省
179,攀枝花,10,0,0,0,510400,四川省
180,自贡,9,0,0,0,510300,四川省
181,泸州,7,0,0,0,510500,四川省
182,宜宾,7,0,0,0,511500,四川省
183,甘孜州,6,0,0,0,513300,四川省
184,凉山州,6,0,0,0,513400,四川省
185,遂宁,5,0,0,0,510900,四川省
186,雅安,5,0,0,0,511800,四川省
187,广元,5,0,0,0,510800,四川省
188,眉山,3,0,0,0,511400,四川省
189,乐山,2,0,0,0,511100,四川省
190,资阳,2,0,0,0,512000,四川省
191,阿坝州,1,0,0,0,513200,四川省
192,海淀区,42,0,0,0,110108,北京市
193,朝阳区,31,0,0,0,110105,北京市
194,大兴区,28,0,2,0,110115,北京市
195,西城区,26,0,0,0,110102,北京市
196,外地来京人员,19,0,2,0,-1,北京市
197,丰台区,17,0,0,0,110106,北京市
198,通州区,13,0,0,0,110112,北京市
199,昌平区,13,0,0,0,110114,北京市
200,石景山区,5,0,0,0,110107,北京市
201,顺义区,5,0,0,0,110113,北京市
202,房山区,4,0,0,0,110111,北京市
203,门头沟区,3,0,0,0,110109,北京市
204,怀柔区,3,0,0,0,110116,北京市
205,东城区,2,0,0,0,110101,北京市
206,延庆区,1,0,0,0,110119,北京市
207,待明确地区,0,0,8,1,0,北京市
208,外地来沪人员,79,0,5,1,-1,上海市
209,浦东新区,40,0,0,0,310115,上海市
210,宝山区,10,0,0,0,310113,上海市
211,闵行区,10,0,0,0,310112,上海市
212,静安区,9,0,0,0,310106,上海市
213,徐汇区,9,0,0,0,310104,上海市
214,长宁区,8,0,0,0,310105,上海市
215,松江区,7,0,0,0,310117,上海市
216,普陀区,6,0,0,0,310107,上海市
217,虹口区,5,0,0,0,310109,上海市
218,黄浦区,5,0,0,0,310101,上海市
219,奉贤区,5,0,0,0,310120,上海市
220,杨浦区,4,0,0,0,310110,上海市
221,青浦区,2,0,0,0,310118,上海市
222,嘉定区,2,0,0,0,310114,上海市
223,金山区,1,0,0,0,310116,上海市
224,崇明区,1,0,0,0,310151,上海市
225,福州,47,0,0,0,350100,福建省
226,莆田,34,0,1,0,350300,福建省
227,泉州,31,0,0,0,350500,福建省
228,厦门,19,0,0,0,350200,福建省
229,漳州,13,0,0,0,350600,福建省
230,宁德,12,0,0,0,350900,福建省
231,三明,11,0,0,0,350400,福建省
232,南平,11,0,0,0,350700,福建省
233,龙岩,1,0,0,0,350800,福建省
234,西安,55,0,0,0,610100,陕西省
235,安康,17,0,0,0,610900,陕西省
236,汉中,15,0,0,0,610700,陕西省
237,咸阳,9,0,0,0,610400,陕西省
238,宝鸡,8,0,0,0,610300,陕西省
239,延安,7,0,0,0,610600,陕西省
240,铜川,7,0,0,0,610200,陕西省
241,渭南,6,0,0,0,610500,陕西省
242,商洛,2,0,0,0,611000,陕西省
243,榆林,1,0,0,0,610800,陕西省
244,韩城,1,0,0,0,610581,陕西省
245,北海,26,0,0,0,450500,广西壮族自治区
246,桂林,24,0,4,0,450300,广西壮族自治区
247,南宁,22,0,0,0,450100,广西壮族自治区
248,柳州,14,0,0,0,450200,广西壮族自治区
249,防城港,9,0,1,0,450600,广西壮族自治区
250,玉林,8,0,0,0,450900,广西壮族自治区
251,河池,6,0,0,0,451200,广西壮族自治区
252,梧州,5,0,2,0,450400,广西壮族自治区
253,贵港,5,0,0,0,450800,广西壮族自治区
254,贺州,4,0,0,0,451100,广西壮族自治区
255,百色,2,0,0,0,451000,广西壮族自治区
256,钦州,2,0,0,0,450700,广西壮族自治区
257,哈尔滨,45,0,2,0,230100,黑龙江省
258,绥化,16,0,0,2,231200,黑龙江省
259,大庆,11,0,0,0,230600,黑龙江省
260,佳木斯,11,0,0,0,230800,黑龙江省
261,牡丹江,8,0,0,0,231000,黑龙江省
262,双鸭山,7,0,0,0,230500,黑龙江省
263,七台河,7,0,0,0,230900,黑龙江省
264,鸡西,6,0,0,0,230300,黑龙江省
265,齐齐哈尔,6,0,0,0,230200,黑龙江省
266,大兴安岭,2,0,0,0,232700,黑龙江省
267,鹤岗,1,0,0,0,230400,黑龙江省
