,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,locationId,provinceName
0,武汉,9901,49999,0,37642,2456,420100,湖北省
1,孝感,139,3518,0,3253,126,420900,湖北省
2,鄂州,65,1394,0,1272,57,420700,湖北省
3,随州,49,1307,0,1213,45,421300,湖北省
4,荆州,47,1580,0,1483,50,421000,湖北省
5,黄冈,44,2907,0,2738,125,421100,湖北省
6,十堰,34,672,0,630,8,420300,湖北省
7,宜昌,31,931,0,864,36,420500,湖北省
8,黄石,29,1015,0,948,38,420200,湖北省
9,仙桃,27,575,0,526,22,429004,湖北省
10,荆门,25,928,0,864,39,420800,湖北省
11,襄阳,12,1175,0,1125,38,420600,湖北省
12,潜江,7,198,0,182,9,429005,湖北省
13,天门,4,496,0,477,15,429006,湖北省
14,恩施州,4,252,0,241,7,422800,湖北省
15,咸宁,3,836,0,819,14,421200,湖北省
16,神农架林区,0,11,0,11,0,429021,湖北省
17,朝阳区,72,72,0,0,0,110105,北京市
18,海淀区,63,63,0,0,0,110108,北京市
19,西城区,53,53,0,0,0,110102,北京市
20,丰台区,40,43,0,3,0,110106,北京市
21,境外输入人员,27,27,0,0,0,0,北京市
22,大兴区,23,39,0,16,0,110115,北京市
23,外地来京人员,23,25,0,2,0,-1,北京市
24,昌平区,19,29,0,10,0,110114,北京市
25,通州区,18,19,0,1,0,110112,北京市
26,房山区,13,16,0,3,0,110111,北京市
27,东城区,13,14,0,1,0,110101,北京市
28,石景山区,13,14,0,1,0,110107,北京市
29,顺义区,10,10,0,0,0,110113,北京市
30,怀柔区,7,7,0,0,0,110116,北京市
31,密云区,7,7,0,0,0,110118,北京市
32,门头沟区,1,3,0,2,0,110109,北京市
33,延庆区,1,1,0,0,0,110119,北京市
34,待明确地区,-322,0,0,314,8,0,北京市
35,深圳,20,422,0,399,3,440300,广东省
36,广州,17,348,0,330,1,440100,广东省
37,佛山,4,85,0,81,0,440600,广东省
38,中山,4,68,0,64,0,442000,广东省
39,东莞,2,100,0,97,1,441900,广东省
40,汕头,1,25,0,24,0,440500,广东省
41,珠海,0,98,0,97,1,440400,广东省
42,惠州,0,62,0,62,0,441300,广东省
43,江门,0,23,0,23,0,440700,广东省
44,湛江,0,22,0,22,0,440800,广东省
45,肇庆,0,19,0,18,1,441200,广东省
46,梅州,0,16,0,16,0,441400,广东省
47,阳江,0,14,0,14,0,441700,广东省
48,茂名,0,14,0,14,0,440900,广东省
49,清远,0,12,0,12,0,441800,广东省
50,韶关,0,10,0,9,1,440200,广东省
51,揭阳,0,8,0,8,0,445200,广东省
52,汕尾,0,5,0,5,0,441500,广东省
53,潮州,0,5,0,5,0,445100,广东省
