,cityName,confirmedCount,suspectedCount,curedCount,deadCount,locationId,provinceName
0,武汉,16902,0,1046,681,420100,湖北省
1,孝感,2541,0,81,33,420900,湖北省
2,黄冈,2252,0,215,45,421100,湖北省
3,随州,1049,0,23,10,421300,湖北省
4,荆州,1045,0,46,15,421000,湖北省
5,襄阳,1019,0,42,9,420600,湖北省
6,黄石,805,0,67,3,420200,湖北省
7,宜昌,749,0,43,8,420500,湖北省
8,鄂州,725,0,48,24,420700,湖北省
9,荆门,641,0,63,20,420800,湖北省
10,咸宁,507,0,44,4,421200,湖北省
11,十堰,481,0,46,0,420300,湖北省
12,仙桃,416,0,41,7,429004,湖北省
13,天门,217,0,10,10,429006,湖北省
14,恩施州,187,0,30,0,422800,湖北省
15,潜江,85,0,3,2,429005,湖北省
16,神农架林区,10,0,6,0,429021,湖北省
17,深圳,369,0,56,0,440300,广东省
18,广州,314,0,43,0,440100,广东省
19,珠海,85,0,4,0,440400,广东省
20,佛山,70,0,4,0,440600,广东省
21,东莞,60,0,3,0,441900,广东省
22,中山,56,0,14,0,442000,广东省
23,惠州,52,0,4,0,441300,广东省
24,汕头,25,0,6,0,440500,广东省
25,湛江,21,0,7,0,440800,广东省
26,江门,20,0,4,0,440700,广东省
27,肇庆,15,0,4,1,441200,广东省
28,阳江,13,0,1,0,441700,广东省
29,梅州,13,0,4,0,441400,广东省
30,清远,10,0,5,0,441800,广东省
31,茂名,10,0,1,0,440900,广东省
32,揭阳,7,0,1,0,445200,广东省
33,韶关,6,0,3,0,440200,广东省
34,汕尾,5,0,1,0,441500,广东省
35,潮州,5,0,0,0,445100,广东省
36,河源,3,0,1,0,441600,广东省
37,待明确地区,0,0,1,0,0,广东省
38,温州,464,0,99,0,330300,浙江省
39,杭州,155,0,41,0,330100,浙江省
40,宁波,149,0,18,0,330200,浙江省
41,台州,141,0,35,0,331000,浙江省
42,金华,53,0,16,0,330700,浙江省
43,绍兴,41,0,10,0,330600,浙江省
44,嘉兴,40,0,5,0,330400,浙江省
45,丽水,17,0,5,0,331100,浙江省
46,衢州,15,0,5,0,330800,浙江省
47,湖州,10,0,3,0,330500,浙江省
48,舟山,7,0,5,0,330900,浙江省
49,信阳,220,0,28,0,411500,河南省
50,南阳,134,0,28,2,411300,河南省
51,郑州,130,0,36,0,410100,河南省
52,驻马店,123,0,25,0,411700,河南省
53,商丘,83,0,9,0,411400,河南省
54,周口,65,0,16,0,411600,河南省
55,平顶山,52,0,12,1,410400,河南省
56,新乡,46,0,7,1,410700,河南省
57,安阳,45,0,10,0,410500,河南省
58,许昌,31,0,2,0,411000,河南省
59,漯河,30,0,6,0,411100,河南省
60,洛阳,27,0,2,0,410300,河南省
61,焦作,25,0,1,1,410800,河南省
62,开封,24,0,1,0,410200,河南省
63,鹤壁,17,0,3,0,410600,河南省
64,濮阳,10,0,1,0,410900,河南省
