,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,locationId,provinceName
0,武汉,22368,49540,0,24890,2282,420100,湖北省
1,孝感,685,3518,0,2713,120,420900,湖北省
2,鄂州,463,1392,0,880,49,420700,湖北省
3,黄冈,380,2907,0,2406,121,421100,湖北省
4,随州,328,1307,0,937,42,421300,湖北省
5,荆州,317,1580,0,1215,48,421000,湖北省
6,宜昌,291,931,0,608,32,420500,湖北省
7,荆门,225,928,0,664,39,420800,湖北省
8,襄阳,201,1175,0,940,34,420600,湖北省
9,黄石,195,1014,0,783,36,420200,湖北省
10,十堰,160,672,0,505,7,420300,湖北省
11,仙桃,78,575,0,477,20,429004,湖北省
12,咸宁,62,836,0,760,14,421200,湖北省
13,天门,61,496,0,421,14,429006,湖北省
14,潜江,47,198,0,142,9,429005,湖北省
15,恩施州,43,252,0,205,4,422800,湖北省
16,神农架林区,0,11,0,11,0,429021,湖北省
17,济宁,176,260,0,84,0,370800,山东省
18,德州,14,37,0,21,2,371400,山东省
19,潍坊,11,44,0,33,0,370700,山东省
20,济南,10,47,0,37,0,370100,山东省
21,烟台,9,47,0,38,0,370600,山东省
22,淄博,6,30,0,23,1,370300,山东省
23,威海,4,38,0,34,0,371000,山东省
24,临沂,2,49,0,47,0,371300,山东省
25,青岛,1,60,0,58,1,370200,山东省
26,枣庄,1,24,0,23,0,370400,山东省
27,日照,1,16,0,15,0,371100,山东省
28,滨州,1,15,0,14,0,371600,山东省
29,聊城,0,38,0,38,0,371500,山东省
30,泰安,0,35,0,33,2,370900,山东省
31,菏泽,0,18,0,18,0,371700,山东省
32,深圳,74,418,0,341,3,440300,广东省
33,广州,62,346,0,283,1,440100,广东省
34,东莞,16,99,0,82,1,441900,广东省
35,珠海,15,98,0,82,1,440400,广东省
36,佛山,15,84,0,69,0,440600,广东省
37,中山,5,66,0,61,0,442000,广东省
38,江门,5,23,0,18,0,440700,广东省
39,汕头,3,25,0,22,0,440500,广东省
40,肇庆,3,19,0,15,1,441200,广东省
41,梅州,3,16,0,13,0,441400,广东省
42,阳江,3,14,0,11,0,441700,广东省
43,茂名,3,14,0,11,0,440900,广东省
44,湛江,2,22,0,20,0,440800,广东省
45,韶关,1,10,0,9,0,440200,广东省
46,惠州,0,62,0,62,0,441300,广东省
47,清远,0,12,0,12,0,441800,广东省
48,揭阳,0,8,0,8,0,445200,广东省
49,汕尾,0,5,0,5,0,441500,广东省
50,潮州,0,5,0,5,0,445100,广东省
51,河源,0,4,0,4,0,441600,广东省
52,成都,47,143,0,93,3,510100,四川省
53,甘孜州,25,78,0,53,0,513300,四川省
54,达州,11,42,0,31,0,511700,四川省
55,南充,9,39,0,30,0,511300,四川省
56,巴中,6,24,0,18,0,511900,四川省
57,绵阳,6,22,0,16,0,510700,四川省
58,德阳,5,18,0,13,0,510600,四川省
59,广安,4,30,0,26,0,511600,四川省
60,泸州,4,24,0,20,0,510500,四川省
61,内江,3,22,0,19,0,511000,四川省
62,遂宁,2,17,0,15,0,510900,四川省
63,宜宾,2,12,0,10,0,511500,四川省
64,资阳,2,4,0,2,0,512000,四川省
65,凉山州,1,13,0,12,0,513400,四川省
66,眉山,1,8,0,7,0,511400,四川省
67,雅安,1,7,0,6,0,511800,四川省
68,攀枝花,0,16,0,16,0,510400,四川省
69,自贡,0,9,0,9,0,510300,四川省
70,广元,0,6,0,6,0,510800,四川省
71,乐山,0,3,0,3,0,511100,四川省
72,阿坝州,0,1,0,1,0,513200,四川省
73,朝阳区,71,71,0,0,0,110105,北京市
74,海淀区,63,63,0,0,0,110108,北京市
75,西城区,53,53,0,0,0,110102,北京市
76,丰台区,40,43,0,3,0,110106,北京市
77,大兴区,37,39,0,2,0,110115,北京市
78,昌平区,29,29,0,0,0,110114,北京市
79,外地来京人员,23,25,0,2,0,-1,北京市
80,通州区,18,19,0,1,0,110112,北京市
81,房山区,13,16,0,3,0,110111,北京市
82,石景山区,13,14,0,1,0,110107,北京市
83,东城区,12,13,0,1,0,110101,北京市
84,顺义区,10,10,0,0,0,110113,北京市
85,怀柔区,7,7,0,0,0,110116,北京市
86,密云区,7,7,0,0,0,110118,北京市
87,境外输入人员,4,4,0,0,0,0,北京市
88,门头沟区,1,3,0,2,0,110109,北京市
89,延庆区,1,1,0,0,0,110119,北京市
90,待明确地区,-287,0,0,279,8,0,北京市
91,温州,25,504,0,478,1,330300,浙江省
92,省十里丰监狱,21,36,0,15,0,0,浙江省
93,台州,19,146,0,127,0,331000,浙江省
94,杭州,11,169,0,158,0,330100,浙江省
95,丽水,8,25,0,17,0,331100,浙江省
96,嘉兴,4,45,0,41,0,330400,浙江省
97,绍兴,4,42,0,38,0,330600,浙江省
98,宁波,3,157,0,154,0,330200,浙江省
99,衢州,2,14,0,12,0,330800,浙江省
100,金华,1,55,0,54,0,330700,浙江省
101,舟山,0,10,0,10,0,330900,浙江省
102,湖州,0,10,0,10,0,330500,浙江省
103,长沙,48,242,0,192,2,430100,湖南省
104,岳阳,25,156,0,130,1,430600,湖南省
105,娄底,9,76,0,67,0,431300,湖南省
106,株洲,7,80,0,73,0,430200,湖南省
107,郴州,3,39,0,36,0,431000,湖南省
108,常德,2,82,0,80,0,430700,湖南省
109,邵阳,1,102,0,100,1,430500,湖南省
110,益阳,1,60,0,59,0,430900,湖南省
111,永州,1,44,0,43,0,431100,湖南省
112,湘潭,1,36,0,35,0,430300,湖南省
113,衡阳,0,48,0,48,0,430400,湖南省
114,怀化,0,40,0,40,0,431200,湖南省
115,湘西自治州,0,8,0,8,0,433100,湖南省
116,张家界,0,5,0,5,0,430800,湖南省
117,哈尔滨,48,198,0,146,4,230100,黑龙江省
118,双鸭山,10,52,0,39,3,230500,黑龙江省
119,绥化,8,47,0,35,4,231200,黑龙江省
120,鸡西,6,46,0,40,0,230300,黑龙江省
121,齐齐哈尔,6,43,0,36,1,230200,黑龙江省
122,大庆,5,26,0,20,1,230600,黑龙江省
123,七台河,4,17,0,13,0,230900,黑龙江省
124,黑河,3,14,0,11,0,231100,黑龙江省
125,牡丹江,3,14,0,11,0,231000,黑龙江省
126,鹤岗,1,5,0,4,0,230400,黑龙江省
127,佳木斯,0,15,0,15,0,230800,黑龙江省
128,大兴安岭,0,2,0,2,0,232700,黑龙江省
129,伊春,0,1,0,1,0,230700,黑龙江省
130,万州区,11,118,0,103,4,500101,重庆市
131,綦江区,7,23,0,16,0,500110,重庆市
132,长寿区,7,22,0,15,0,500115,重庆市
133,潼南区,7,18,0,11,0,500152,重庆市
134,南岸区,5,15,0,10,0,500108,重庆市
135,沙坪坝区,4,9,0,5,0,500106,重庆市
136,江北区,3,28,0,25,0,500105,重庆市
137,奉节县,3,22,0,19,0,500236,重庆市
138,垫江县,3,20,0,17,0,500231,重庆市
139,大足区,3,14,0,11,0,500111,重庆市
140,丰都县,3,10,0,7,0,500230,重庆市
141,合川区,2,23,0,21,0,500117,重庆市
142,九龙坡区,2,21,0,18,1,500107,重庆市
143,忠县,2,21,0,19,0,500233,重庆市
144,渝中区,2,20,0,18,0,500103,重庆市
145,两江新区,2,17,0,15,0,-1,重庆市
146,铜梁区,2,10,0,8,0,500151,重庆市
147,荣昌区,2,9,0,7,0,500153,重庆市
148,巴南区,2,6,0,4,0,500113,重庆市
149,云阳县,1,25,0,24,0,500235,重庆市
150,开州区,1,21,0,19,1,500154,重庆市
151,渝北区,1,17,0,16,0,500112,重庆市
152,石柱县,1,15,0,14,0,500240,重庆市
153,巫溪县,1,14,0,13,0,500238,重庆市
154,大渡口区,1,7,0,6,0,500104,重庆市
155,涪陵区,1,5,0,4,0,500102,重庆市
156,彭水县,1,2,0,1,0,500243,重庆市
157,巫山县,0,10,0,10,0,500237,重庆市
158,璧山区,0,9,0,9,0,500120,重庆市
159,永川区,0,5,0,5,0,500118,重庆市
160,江津区,0,4,0,4,0,500116,重庆市
161,梁平区,0,4,0,4,0,500155,重庆市
162,高新区,0,4,0,4,0,0,重庆市
163,黔江区,0,2,0,2,0,500114,重庆市
164,城口县,0,2,0,2,0,500229,重庆市
165,武隆区,0,1,0,1,0,500156,重庆市
166,秀山县,0,1,0,1,0,500241,重庆市
167,酉阳县,0,1,0,1,0,0,重庆市
168,万盛经开区,0,1,0,1,0,0,重庆市
169,苏州,18,87,0,69,0,320500,江苏省
170,南京,13,93,0,80,0,320100,江苏省
171,徐州,6,79,0,73,0,320300,江苏省
172,连云港,6,48,0,42,0,320700,江苏省
173,无锡,5,55,0,50,0,320200,江苏省
174,淮安,4,66,0,62,0,320800,江苏省
175,常州,1,51,0,50,0,320400,江苏省
176,镇江,1,12,0,11,0,321100,江苏省
177,南通,0,40,0,40,0,320600,江苏省
178,泰州,0,37,0,37,0,321200,江苏省
179,盐城,0,27,0,27,0,320900,江苏省
180,扬州,0,23,0,23,0,321000,江苏省
181,宿迁,0,13,0,13,0,321300,江苏省
182,九江,17,118,0,101,0,360400,江西省
183,南昌,12,230,0,218,0,360100,江西省
184,新余,7,130,0,123,0,360500,江西省
185,萍乡,6,33,0,27,0,360300,江西省
186,上饶,2,123,0,121,0,361100,江西省
187,赣州,2,76,0,73,1,360700,江西省
188,抚州,2,72,0,70,0,361000,江西省
189,吉安,2,22,0,20,0,360800,江西省
190,宜春,0,106,0,106,0,360900,江西省
191,鹰潭,0,18,0,18,0,360600,江西省
192,景德镇,0,6,0,6,0,360200,江西省
193,赣江新区,0,1,0,1,0,0,江西省
194,河池,12,28,0,15,1,451200,广西壮族自治区
195,防城港,7,19,0,12,0,450600,广西壮族自治区
196,来宾,7,11,0,4,0,451300,广西壮族自治区
197,北海,6,44,0,37,1,450500,广西壮族自治区
198,柳州,5,24,0,19,0,450200,广西壮族自治区
199,桂林,2,32,0,30,0,450300,广西壮族自治区
200,南宁,1,55,0,54,0,450100,广西壮族自治区
201,玉林,0,11,0,11,0,450900,广西壮族自治区
202,钦州,0,8,0,8,0,450700,广西壮族自治区
203,贵港,0,8,0,8,0,450800,广西壮族自治区
204,梧州,0,5,0,5,0,450400,广西壮族自治区
205,贺州,0,4,0,4,0,451100,广西壮族自治区
206,百色,0,3,0,3,0,451000,广西壮族自治区
207,外地来沪人员,13,111,0,97,1,-1,上海市
208,浦东新区,8,61,0,53,0,310115,上海市
209,宝山区,6,21,0,15,0,310113,上海市
210,徐汇区,2,18,0,16,0,310104,上海市
211,静安区,2,16,0,14,0,310106,上海市
212,松江区,2,14,0,12,0,310117,上海市
213,嘉定区,2,9,0,7,0,310114,上海市
214,黄浦区,2,6,0,4,0,310101,上海市
215,闵行区,1,19,0,18,0,310112,上海市
216,普陀区,1,11,0,10,0,310107,上海市
217,虹口区,1,7,0,6,0,310109,上海市
218,青浦区,1,6,0,5,0,310118,上海市
219,金山区,1,4,0,3,0,310116,上海市
220,崇明区,1,4,0,3,0,310151,上海市
221,长宁区,0,13,0,13,0,310105,上海市
222,杨浦区,0,9,0,9,0,310110,上海市
223,奉贤区,0,9,0,9,0,310120,上海市
224,待明确地区,-6,0,0,4,2,0,上海市
225,遵义,13,32,0,19,0,520300,贵州省
226,贵阳,7,36,0,28,1,520100,贵州省
227,毕节,7,23,0,16,0,520500,贵州省
228,黔南州,2,17,0,15,0,522700,贵州省
